ID;Title;Abstract/Description;Link to the publication;Link to the original website;Publicaton date (YYYY/MM);journal;Publishers;Corporate Authors;Authors;Language;Resource types;Geographical focus;Related Concepts;Themes;Overarching Categories
mokoro:8532;African court’s landmark ruling gives hope to rural people across the continent;The African Court on Human and Peoples’ Rights has issued a landmark judgement for marginalised communities across Africa. It ruled that the Kenyan government violated the rights of the Mau Ogiek people by evicting them from their ancestral land in the Mau Forest complex. This is the first time the court has ruled on an indigenous peoples’ rights case or in a case with mass human rights violations indicated. All indigenous forest peoples in Kenya (c.135,000) will find it easier to advance their own claims for recognition as owners of presently classified “government” forests. The case has also given indigenous peoples throughout Africa resounding legal recognition that they exist and are due the support of international law.;http://theconversation.com/african-courts-landmark-ruling-gives-hope-to-rural-people-across-the-continent-79303;http://mokoro.co.uk/land-rights-article/african-courts-landmark-ruling-gives-hope-rural-people-across-continent/;30-06-2017;;;;Liz Alden Wily;en;Reports & Research;002;"land;indigenous peoples";Indigenous & Community Land Rights;
mokoro:5615;Land Rights Reform and Governance in Africa. How to make it work in the 21st Century?;"Divided into 7 sections: introduction – tenure insecurity, poverty and power relations; the subordination of customary land rights; attempts to make amends; an end of century turn-around – towards the liberation of customary land rights; launching reform through new policy and law; the need to assure success; how to make land reform work? Argues that dramatic improvement in the legal status of customary land interests is globally on the horizon. There is need for a more action based and community driven evolutionary process to bring threatened commons to the centre of reform and facilitate the protection of collective rights in Africa, where 90 per cent of the rural population access land through indigenous customary mechanisms.";http://www.undp.org/content/undp/en/home/librarypage/environment-energy/sustainable_land_management/land_rights_reformandgovernanceinafricahowtomakeitworkinthe21stc/;http://mokoro.co.uk/land-rights-article/land-rights-reform-and-governance-in-africa-how-to-make-it-work-in-the-21st-century/;31-10-2006;;;;Liz Alden Wily;en;Reports & Research;002;"land;rural population;commons;land rights;poverty;customary land rights;land reform";;Access to Land & Tenure Security
mokoro:5426;Land Security and the Poor in Ghana: Is there a Way Forward? A Land Sector Scoping Study;A summary of a larger study commissioned by DFID Ghana. Covers findings of the study and suggestions for moving forward. The conclusions include that tenure insecurity is more widespread than generally recognised, its sources are complex, current strategies are inadequate, promising conditions exist, reform rather than improvement is needed, a community based approach is the way forward. The National Land Policy is not pro-poor, nor are classic titling approaches serving the poor.;http://mokoro.co.uk/wp-content/uploads/land_security_ghana.pdf;http://mokoro.co.uk/land-rights-article/land-security-and-the-poor-in-ghana-is-there-a-way-forward-a-land-sector-scoping-study/;31-10-2001;;;;"Liz Alden Wily;Daniel Hammond";en;Reports & Research;"002;GHA";"security of tenure (land);poverty;local community;sustainable development;land rights";Land Stakeholders & Institutions;Access to Land & Tenure Security
mokoro:5358;Land, People and Forests in Eastern and Southern Africa. A Study of the Impact of Land Relations upon Community Involvement in Forest Future;A summary of a larger study. Examines the relationship of people’s rights in land to the manner in which they may be involved in the management of forests in Tanzania, Uganda, Kenya, Zambia, Malawi, Zimbabwe, South Africa, Namibia, Mozambique, Lesotho and to a lesser degree Botswana and Swaziland. Includes examination of property relations, state power, land reform, recognition of customary rights, the changing nature of tenure, and the impact of new land law on community forest rights.;http://mokoro.co.uk/wp-content/uploads/land_people_forests_eastern_and_southern_africa.pdff_.pdf;http://mokoro.co.uk/land-rights-article/land-people-and-forests-in-eastern-and-southern-africa-a-study-of-the-impact-of-land-relations-upon-community-involvement-in-forest-future/;30-06-2000;;;;"Liz Alden Wily;Sue Mbaya";en;Reports & Research;002;"land reform;property;land;land law";;Land Policy & Legislation
mokoro:5513;The Situation of Commercial Farm Workers after Land Reform in Zimbabwe;"An executive summary and recommendations are followed by 5 chapters: on the land question, reform and farm workers; the scope and process of fast track reform; the impact of land reform on farm workers’ livelihoods; food security, vulnerable groups, HIV-AIDS and coping strategies; and after the ‘promised land’ – towards the future. Study reveals that by early 2003, only about 100,000 of the original c.320,000 farm workers were still employed on the farms, the others are jobless and landless and have lost their entitlement to housing, basic social services and subsidised food. Only a quarter received severance packages. Family structures are under severe stress. There is an uneasy relationship with land reform beneficiaries, with conflicts over housing, land, water, and food. A series of recommendations on inputs, infrastructure, coping strategies, HIV/AIDS, informal settlements, skills, compensation, the need for transparent agrarian reform, conflict resolution, citizenship, and future models in the Southern African region – in which farm workers need to be integrated from the beginning.";http://mokoro.co.uk/wp-content/uploads/situation_commercial_farm_workers_zimbabwe.pdf;http://mokoro.co.uk/land-rights-article/the-situation-of-commercial-farm-workers-after-land-reform-in-zimbabwe/;31-05-2003;;;Farm Community Trust of Zimbabwe;Lloyd M. Sachikonye ;en;Reports & Research;"002;ZWE";"food security;compensation;land;informal settlements;land reform;agrarian reform";"Urban Tenure;Land & Food Security";Access to Land & Tenure Security
mokoro:5594;The Land is the Economy: Revisiting the Land Question;Revisits Zimbabwe’s land question 5 years after the launching of the ‘fast-track’ land redistribution programme which has created a new paradigm, the consequences of which will take many years to work through the country’s political, economic, and social fabric. Briefly defines old and new versions of Zimbabwe’s land question before outlining salient aspects of the reform process. Assesses the outcomes of the redistribution, the apparent lacuna between land and agrarian reform, and the debate the reform process has kindled. Makes recommendations on what is necessary to secure land and agrarian reform in the short, medium, and long term.;http://mokoro.co.uk/wp-content/uploads/THE-LAND-IS-THE-ECONOMY.pdf;http://mokoro.co.uk/land-rights-article/the-land-is-the-economy-revisiting-the-land-question/;31-07-2005;;;;Lloyd Sachikonye;en;Reports & Research;002;"land;agrarian reform";;
mokoro:5635;Gender and law – Women’s rights in agriculture;"Includes the sources of women’s legal status; women’s rights to land and other natural resources; the rights of women agricultural workers; the rights of self-employed rural women; toward the realisation of women’s rights: legal reform and implementation.";http://mokoro.co.uk/wp-content/uploads/y4311e00.pdf;http://mokoro.co.uk/land-rights-article/gender-and-law-womens-rights-in-agriculture/;31-01-2007;;Food and Agriculture Organization of the United Nations (FAO);;Lorenzo Cotula;en;Reports & Research;002;"land;agriculture;women";Land & Gender;
mokoro:5799;Why it makes more sense to invest in farmers than in farmland;Large-scale land acquisitions can have lasting repercussions for the future of agriculture, including both agribusiness and family farming. Rather than rushing into land deals, governments and investors should properly consider the wider range of options to invest in agriculture. In many parts of the world, family farmers have proved efficient and dynamic. Working with them can generate healthy returns, avoid the risks associated with land acquisitions, and improve farmers’ livelihoods.;http://pubs.iied.org/pdfs/17082IIED.pdf;http://mokoro.co.uk/land-rights-article/why-it-makes-more-sense-to-invest-in-farmers-than-in-farmland/;31-07-2010;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land;farmers;land deals;land acquisitions;farmland;scale;agriculture";Land & Investments;Land Use, Management & Investment
mokoro:5603;Making law work for the poor;Legal processes can help improve the lives of the poor in developing countries e.g. through establishing fair rules on international trade and securing land access in rural Africa. For this to happen, poorer actors – whether individuals or states – must have equitable access to the legal system, including a fair say in law-making processes, and access to effective enforcement institutions. Development agencies should take law seriously and support local, national and international processes that improve legal access and make law work for the poor – including law reform, litigation, training, legal assistance and advocacy.;http://pubs.iied.org/pdfs/11047IIED.pdf;http://mokoro.co.uk/land-rights-article/making-law-work-for-the-poor/;30-11-2005;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"development agencies;land;land access;advocacy";Land Stakeholders & Institutions;Access to Land & Tenure Security
mokoro:7976;Law in the natural resource squeeze: ‘land grabbing’, investment treaties and human rights;Discusses highlights from a recent academic article exploring whether 3,000 bilateral and regional investment treaties protect ‘land grab’ deals and how these impact the land rights of rural people. Argues that, if not properly thought through, international treaties to protect foreign investment could compound shortcomings of local and national governance, undermining the rights of people impacted by the investments.;http://www.iied.org/law-natural-resource-squeeze-land-grabbing-investment-treaties-human-rights;http://mokoro.co.uk/land-rights-article/law-natural-resource-squeeze-land-grabbing-investment-treaties-human-rights/;31-10-2016;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"mining;land;land grabbing;land rights";;Access to Land & Tenure Security
mokoro:7472;Commodity cycles, economic treaties and pressures on land rights;"Contains ‘land grabbing’ starts at home; the commodity slide; the land footprint of international economic treaties. Argues that systemic action is needed to strengthen local land rights and voices in land governance.";http://www.iied.org/commodity-cycles-economic-treaties-pressures-land-rights;http://mokoro.co.uk/land-rights-article/commodity-cycles-economic-treaties-pressures-land-rights/;31-05-2016;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land governance;land rights;land grabbing;land";;Access to Land & Tenure Security
mokoro:6239;Opening up land contracts;Celebrates the launching of OpenLandContracts, an international repository of land deals created in response to the general lack of transparency surrounding such deals. The contracts are annotated to help users navigate them.;http://www.iied.org/opening-land-contracts;http://mokoro.co.uk/land-rights-article/opening-up-land-contracts/;31-10-2015;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land deals;land";Land & Investments;
mokoro:6076;Land rights and investment treaties: Exploring the interface;The spread and deepening of economic globalisation has highlighted the ever closer connections between the international legal arrangements for the governance of the global economy on the one hand, and claims to land and natural resources on the other. In a globalised world, land governance is shaped by international as well as national regulation. As pressures on valuable lands intensify and land relations become more trans-national, increasing recourse to international investment treaties is redesigning spaces for land claims at local and national levels. Report sheds light on how investment treaties can affect land rights. Finds that they can have far-reaching implications for land reform, for public action to address ‘land grabbing’ and for land governance frameworks. Charts directions for socio-legal research to explore how investment treaties are affecting land rights on the ground.;http://pubs.iied.org/12578IIED.html;http://mokoro.co.uk/land-rights-article/land-rights-and-investment-treaties-exploring-the-interface/;30-06-2015;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land;land governance;land grabbing;research;land rights;land reform";;Access to Land & Tenure Security
mokoro:5842;Land deals in Africa: What is in the contracts?;"Includes how much land is being acquired, and by whom?; over the heads of local people: who are the parties to the deal?; the economic disequilibrium of the contract: what resources, in exchange for what?; what safeguards for local people and the environment?; discussion. Drawing on legal analysis of 12 land deals from different parts of Africa, discusses the contractual issues for which public scrutiny is most needed, and aims to promote informed public debate about them.";http://pubs.iied.org/pdfs/12568IIED.pdf;http://mokoro.co.uk/land-rights-article/land-deals-in-africa-what-is-in-the-contracts/;31-01-2011;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land deals;environment;land";"Land & Investments;Land, Climate change & Environment";
mokoro:5739;Legal tools for citizen empowerment: Getting a better deal for natural resource investment in Africa – Highlights and lessons learned (2006-2009);Summarises highlights from the first two and a half years of the programme, including insights on the legal levers that can be used to maximise local voice and benefit from local land rights to investor-state contracts through to community-investor partnerships, as well as a few milestones in IIED’s work on legal literacy training, exchange of experience and policy advocacy.;http://pubs.iied.org/pdfs/G02476.pdf;http://mokoro.co.uk/land-rights-article/legal-tools-for-citizen-empowerment-getting-a-better-deal-for-natural-resource-investment-in-africa-highlights-and-lessons-learned-2006-2009/;28-02-2009;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land rights;advocacy;land";;Access to Land & Tenure Security
mokoro:5676;Legal empowerment for local resource control: Securing local resource rights within foreign investment projects in Africa;This report draws lessons from experience of using legal processes to secure local resource rights within the context of foreign investment projects in Africa. Security of local resource rights is a major challenge in many parts of Africa. The analysis of relevant law reveals that resource rights associated with more powerful interests (foreign investment) tend to enjoy greater legal protection compared to those held by local resource users. However, legal tools accompanied by adequate capacity-building efforts can help redress this imbalance and strengthen protection of local resource rights. By increasing local resource control, effective use of these tools can help disadvantaged groups gain greater control over their lives (‘legal empowerment’).;http://pubs.iied.org/pdfs/12542IIED.pdf;http://mokoro.co.uk/land-rights-article/legal-empowerment-for-local-resource-control-securing-local-resource-rights-within-foreign-investment-projects-in-africa/;30-09-2007;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;legal empowerment;;
mokoro:5657;Changes in ’Customary’ Land Tenure Systems in Africa;"Includes the drivers of change; changes in ‘customary’ land management institutions – evidence from West Africa; changes in intra-family relations; changes in land transfer mechanisms – evidence from West Africa; case study of changes in ‘customary’ resource tenure systems in the inner Niger Delta, Mali. Concludes with implications for policy and practice.";http://pubs.iied.org/pdfs/12537IIED.pdf;http://mokoro.co.uk/land-rights-article/changes-in-customary-land-tenure-systems-in-africa/;31-03-2007;;International Institute for Environment and Development;;Lorenzo Cotula;en;Reports & Research;002;"land;land management;land tenure systems;land tenure";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5838;The outlook on farmland acquisitions;"Covers world agriculture, a changing context; scale and geography of the phenomenon, key players; the nature of the land deals, process and terms; implications for local land access; conclusion and recommendations.";http://www.landcoalition.org/en/resources/outlook-farmland-acquisitions;http://mokoro.co.uk/land-rights-article/the-outlook-on-farmland-acquisitions/;31-01-2011;;;;Lorenzo Cotula;en;Reports & Research;002;"farmland;land deals;land acquisitions;land;land access;scale;agriculture";Land & Investments;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5720;Legal empowerment in practice: Using legal tools to secure land rights in Africa;In many parts of Africa, legal services organisations have developed innovative ways for using legal processes to help disadvantaged groups have more secure land rights. Their approaches, tools and methods vary widely – from legal literacy training to paralegals programmes, from participatory methodologies to help local groups register their lands or negotiate with government or the private sector through to legal representation and strategic use of public interest litigation. The challenges they respond to also vary – from managing local land conflicts to challenging gender discrimination, through to securing land rights within the context of oil pipelines and mining projects. While some of this experience has been documented, much of it has not. Only a very limited part of this experience has fed into international debates, and there have been few opportunities for lesson-sharing and cross-fertilisation among practitioners. This report, based on a workshop at the University of Ghana in March 2008, aims to feed lessons from this local innovation into international processes. Includes cases studies from Cameroon, Mali, Mozambique, Uganda, Sierra Leone, Senegal, Tanzania, Zimbabwe, South Africa, Congo.;http://pubs.iied.org/pdfs/12552IIED.pdf;http://mokoro.co.uk/land-rights-article/legal-empowerment-in-practice-using-legal-tools-to-secure-land-rights-in-africa/;31-05-2008;;"International Institute for Environment and Development;Food and Agriculture Organization of the United Nations (FAO)";;"Lorenzo Cotula;Paul Mathieu";en;Reports & Research;002;"land conflicts;mining;legal empowerment;land rights;land";Land Conflicts;Access to Land & Tenure Security
mokoro:5759;’Land Grabs’ in Africa: Can the Deals Work for Development?;For many millions in the developing world, land is central to livelihoods, food security, even identity – the result of a direct dependence on agriculture and natural resources. It is not surprising that a recent wave of large-scale land acquisitions in Africa, Central and Southeast Asia, Eastern Europe and Latin America has sparked a major debate. The briefing provides an analysis of this complex and shifting situation, focusing on Africa. It lays out key trends, drivers and main features of international land deals, and suggests steps to make the renewed momentum in agricultural investment work for local development and livelihoods.;http://pubs.iied.org/pdfs/17069IIED.pdf;http://mokoro.co.uk/land-rights-article/land-grabs-in-africa-can-the-deals-work-for-development/;30-09-2009;;International Institute for Environment and Development;;"Lorenzo Cotula;Sonja Vermeulen";en;Reports & Research;002;"land;land deals;land acquisitions;food security;land grabs;scale;agriculture";"Land & Investments;Land & Food Security";Land Use, Management & Investment
mokoro:8807;Trends in global land use investment: implications for legal empowerment;From the mid-2000s, a commodity boom underpinned a wave of land use investments in low- and middle-income countries. While agribusiness, mining and petroleum concessions often involve promises of jobs and public revenues, they have also prompted concerns about land dispossession, exclusionary investment models and infringements of the rights of vulnerable groups. One of the major challenges is in empowering rural people to make informed choices, exercise their rights and have their voices heard. A solid understanding of evolving investment trends is essential for designing effective initiatives. This report discusses evolving patterns in land use investments, developments in investment frameworks, and implications for legal empowerment approaches.;http://pubs.iied.org/pdfs/12606IIED.pdf;http://mokoro.co.uk/land-rights-article/trends-global-land-use-investment-implications-legal-empowerment/;31-12-2017;;International Institute for Environment and Development;;"Lorenzo Cotula;Thierry Berger";en;Reports & Research;002;"mining;dispossession;land use;legal empowerment;land";;Land Use, Management & Investment
mokoro:5638;Better land access for the rural poor. Lessons from experience and challenges ahead;Main chapters cover access to land and poverty reduction, land redistribution, and securing land rights. The last includes the role of land markets, women’s land rights, securing local resource rights in foreign investment projects, protecting the rights of indigenous peoples and pastoralists, conflicts.;http://pubs.iied.org/pdfs/12532IIED.pdf;http://mokoro.co.uk/land-rights-article/better-land-access-for-the-rural-poor-lessons-from-experience-and-challenges-ahead/;31-10-2006;;"International Institute for Environment and Development;Food and Agriculture Organization of the United Nations (FAO)";;"Lorenzo Cotula;Camilla Toulmin;Julian Quan";en;Reports & Research;002;"land;poverty;pastoralists;land rights;land access;indigenous peoples;land markets;women";"Land & Investments;Land & Gender;Rangelands, Drylands & Pastoralism;Indigenous & Community Land Rights;Land Stakeholders & Institutions";"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:7503;Land investments, accountability and the law: Lessons from West Africa;"The recent wave of land deals for agribusiness investments has highlighted the widespread demand for greater accountability in the governance of land and investment. Legal frameworks influence opportunities for accountability, and recourse to law has featured prominently in grassroots responses to the land deals. Drawing on comparative socio-legal research in Cameroon, Ghana and Senegal, this report explores how the law enables, or constrains, accountability in investment processes. It develops a conceptual framework for understanding accountability; assesses how national law in the 3 countries influences opportunities for accountability; and provides pointers for research and action.";http://pubs.iied.org/pdfs/12590IIED.pdf;http://mokoro.co.uk/land-rights-article/land-investments-accountability-law-lessons-west-africa/;30-06-2016;;International Institute for Environment and Development;;"Lorenzo Cotula;Giedre Jokubauskaite";en;Reports & Research;002;"land deals;land;land investments;research";Land & Investments;Land Use, Management & Investment
mokoro:5719;Fuelling exclusion? The biofuels boom and poor people’s access to land;Explores current and potential impacts of the increasing spread of biofuels on access to land in producer countries, particularly for poorer rural people. Finds that biofuels could revitalise rural agriculture and livelihoods, but may also marginalise and exclude poorer people – particularly where local land rights are insecure, capacity to enforce them is limited, and major power asymmetries shape relations between local resource users and large industry players. Documents current knowledge on current and potential impacts of commercial biofuel production for access to land in Africa, Latin America and Asia, charting both negative experiences and promising approaches.;http://pubs.iied.org/pdfs/12551IIED.pdf;http://mokoro.co.uk/land-rights-article/fuelling-exclusion-the-biofuels-boom-and-poor-peoples-access-to-land/;30-06-2008;;International Institute for Environment and Development;;"Lorenzo Cotula;Nat Dyer;Sonja Vermeulen";en;Reports & Research;002;"land;agriculture;land rights";;Access to Land & Tenure Security
mokoro:5760;Land grab or development opportunity? Agricultural investment and international land deals in Africa;Despite the spate of media reports, international land deals and their impacts remain little understood. The report discusses key trends and drivers in land acquisitions, the contractual arrangements underpinning them and the way these are negotiated, and the early impacts on land access for rural people in recipient countries. The focus is on sub-Saharan Africa, with an emphasis on Ethiopia, Ghana, Madagascar, Mali, Sudan, Mozambique and Tanzania. Concludes with recommendations for stakeholders.;http://pubs.iied.org/pdfs/12561IIED.pdf;http://mokoro.co.uk/land-rights-article/land-grab-or-development-opportunity-agricultural-investment-and-international-land-deals-in-africa/;30-06-2009;;"International Institute for Environment and Development;Food and Agriculture Organization of the United Nations (FAO);International Fund for Agricultural Development (IFAD)";;"Lorenzo Cotula;Sonja Vermeulen;Rebeca Leonard;James Keeley";en;Reports & Research;002;"land deals;land;land access;land acquisitions";Land & Investments;Access to Land & Tenure Security
mokoro:5826;Land tenure and migration;Analyzes land tenure dimensions of migrations in rural areas, especially accommodation and integration mechanisms, as well as emerging strategies. Highlights the local changes of which both natives and migrants are the main stakeholders.;http://www.agter.asso.fr/IMG/pdf/2010_ctf_fiche-pedag_zongo_en.pdf;http://mokoro.co.uk/land-rights-article/land-tenure-and-migration/;31-12-2010;;;Land Tenure and Development Technical Committee;Mahamadou Zongo;en;Reports & Research;002;"area;land;rural areas;land tenure";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5727;Escalating Land Conflicts in Uganda;Includes landlord-tenant relations, the Kibaale land question, pastoralists, gazetted land, IDPs and returnees in Northern Uganda, conflicts about refugee resettlement camps, the impact of oil discoveries, deficits in dispute resolution and land administration, corruption, ignorance of the law.;http://mokoro.co.uk/wp-content/uploads/escalating_Uganda_landconflicts.pdf;http://mokoro.co.uk/land-rights-article/escalating-land-conflicts-in-uganda/;30-06-2009;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;"002;UGA";"land conflicts;land;land administration;corruption;pastoralists";"Land Conflicts;Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";
mokoro:5763;Natural Resource Rights and Biodiversity Protection: Guidelines for Policy and Strategies to strengthen Local Governance Systems;"Includes conceptualising property rights in natural resources; importance of property rights in natural resource management; policy and administrative approaches for devolving property rights; strengthening local governance to manage and enforce property rights to natural resources.";http://mokoro.co.uk/wp-content/uploads/natural_resource_rights_and_biodiversity_protection.pdf;http://mokoro.co.uk/land-rights-article/natural-resource-rights-and-biodiversity-protection-guidelines-for-policy-and-strategies-to-strengthen-local-governance-systems/;31-03-2009;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;002;"property;property rights";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5689;Gender in Uganda’s National Land Policy;Analyses context within which the National Land Policy ascribes to tackle gender. Looks at influencing policy context, theories and evidence, access to and control of land, current policy response, and key implications for the PSIA (Poverty Social Impact;http://mokoro.co.uk/wp-content/uploads/gender_in_uganda_national_land_policy.pdf;http://mokoro.co.uk/land-rights-article/gender-in-ugandas-national-land-policy/;30-06-2007;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;"002;UGA";"land;poverty";;
mokoro:5706;Northern Uganda Land Study. Analysis of post Conflict Land Policy and Land Administration. A Survey of IDP Return and Resettlement Issues and Lesson: Acholi and Lango Regions;Includes the return process, public knowledge of land rights, land conflicts and dispute resolution, post-conflict vulnerable group issues, performance of land administration institutions, recommendations. Finds the issue of return not adequately dealt with in the NLP. 92% have returned in Lango, but only 5% in Acholi. Increasing number of land conflicts, high levels of misgiving and distrust of central Government’s intentions, almost no knowledge of the Uganda Land Act, misgivings over demarcation and land registration, statutory and traditional dispute resolution institutions lack capacity, Land Tribunals dysfunctional, rising concerns over compensation rising, a host of tensions.;http://mokoro.co.uk/wp-content/uploads/northern_uganda_land_study_acholi_and_lango.pdf;http://mokoro.co.uk/land-rights-article/northern-uganda-land-study-analysis-of-post-conflict-land-policy-and-land-administration-a-survey-of-idp-return-and-resettlement-issues-and-lesson-acholi-and-lango-regions/;28-02-2008;;;;"Margaret Rugadya;Eddie Nsamba-Gayiiya;Herbert Kamusiime";en;Reports & Research;002;"land conflicts;land;land administration;land registration;compensation;land rights;trust";Land Conflicts;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5326;Land Reform: the Ugandan Experience;The Uganda Land Alliance was invited to the Kigali workshop to share Ugandan experiences with Rwandans. The paper covers the historical perspective to land reform in Uganda, land reform and salient features of the 1995 Constitution and the 1998 Land Act, and challenges and constraints to implementing the Land Act.;http://mokoro.co.uk/wp-content/uploads/land_reform_ugandan_experience.pdf;http://mokoro.co.uk/land-rights-article/land-reform-the-ugandan-experience/;30-09-1999;;;;Margaret Rugadya;en;Reports & Research;002;"land;land reform";;
mokoro:5751;Unveiling Gender, Land and Property Rights in post-conflict Northern Uganda;"Reviews key gender issues that need addressing re IDP return and the resumption of livelihoods in the recovery of post-conflict Northern Uganda. Reveals the inadequacies in policy and law in addressing gender and land issues. Re-establishing an enduring property rights regime in land requires addressing: (a) securing the essential ingredients of security and certainty of property rights; (b) identifying potential conflicts and addressing them at their latent stage; and (c) establishing a robust and dynamic institutional arrangement that handles land and biodiversity related transactions in a transparent and accountable manner.";http://mokoro.co.uk/wp-content/uploads/gender_land_property_rights_postconflict_n_uganda.pdf;http://mokoro.co.uk/land-rights-article/unveiling-gender-land-and-property-rights-in-post-conflict-northern-uganda/;31-10-2008;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;002;"property;property rights;land";;"Land Policy & Legislation;Access to Land & Tenure Security"
mokoro:5572;Exploring the Intricacies of Land Tenure in Pastoral Areas: Issues for Policy and Law Reform;"Contains introduction; the issues, emerging Intricacies – options for Policy and law reform; conclusion; references. Argues the need to address pastoral development policy in a coordinated manner in national development strategies and programmes.";http://mokoro.co.uk/wp-content/uploads/intricacies_of_land_tenure_in_pastoral_areas_in_uganda.pdf;http://mokoro.co.uk/land-rights-article/exploring-the-intricacies-of-land-tenure-in-pastoral-areas-issues-for-policy-and-law-reform/;28-02-2005;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;002;"land;land tenure;area";;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5529;Issue Notes on Gender Dimensions of Land Rights;"Contains gender and land rights; gender and poverty; importance of gender to land rights; current policy and legal reforms on gender and land in Uganda; recommendations for strengthening gender in policy and law reform.";http://mokoro.co.uk/wp-content/uploads/issue_notes_gender_dimensions_land_rights_uganda.pdf;http://mokoro.co.uk/land-rights-article/issue-notes-on-gender-dimensions-of-land-rights/;28-02-2004;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;002;"reforms;land rights;poverty;land";;Access to Land & Tenure Security
mokoro:5504;Occupancy, Consent or Co-ownership: Policy and Legal Responses around the Matrimonial Home in Uganda;Contains background, policy responses (PRSP, LSSP, national gender policy), legal responses (Constitution, co-ownership, Land Bill 1997 and Matembe Clause, Land Act 1998 and Consent Clause, Land Amendment Bill 2003), challenges, way forward, annexes.;http://mokoro.co.uk/wp-content/uploads/occupancy_consent_or_coownership_uganda.pdf;http://mokoro.co.uk/land-rights-article/occupancy-consent-or-co-ownership-policy-and-legal-responses-around-the-matrimonial-home-in-uganda/;31-08-2003;;;Associates for Development (Uganda);Margaret Rugadya;en;Reports & Research;"002;UGA";"occupation;women;matrilineal;inheritance rights;land ownership;common rights;land policies;legal empowerment";Land & Gender;Access to Land & Tenure Security
mokoro:5690;Emerging Issues for Public Consultation with Policy Options;Part of the ongoing process of developing Uganda’s Draft National Land Policy. Definition of critical policy issues, statement of the problem, possible emerging policy options. Looks at clarity and certainty of land rights, constitutional and legal frameworks, land-rights administration, land use and management, implementation issues.;http://mokoro.co.uk/wp-content/uploads/emerging_issues_pubcons_Uganda.pdf;http://mokoro.co.uk/land-rights-article/emerging-issues-for-public-consultation-with-policy-options/;31-05-2007;;;;Margaret Rugadya;en;Reports & Research;002;"land use;land rights;land";;"Land Use, Management & Investment;Access to Land & Tenure Security"
mokoro:5669;Post Conflict Land Policy and Administration: Lessons from Return and Resettlement of IDPs in Soroti District: Implications for PRDP, National Land Policy, Land Act CAP 227 and NPIDPs 2005;"A second report for the World Bank’s Northern Uganda Recovery and Development Program – RDP. The objective is to inform policy processes on post-conflict land policy and administration on likely types of land conflicts and claims, their resolution, gaps in current land policy, resources needed. Survey suggests that Teso’s IDP displacement patterns are unique. Customary tenure has been transformed, with household heads now owners, not trustees, of rights in land, so clans are merely informed of sales. Common property resources are at greatest risk. Recommends integration of traditional and statutory institutions. High suspicion of any titling or certification initiatives. Increase in land rentals. Entire framework of land administration is non-functional and no established institutional framework exists to handle restitution, resettlement and compensation; restoring this should be a priority. None of national strategies and plans for recovery of Northern Uganda consider land issues an essential component – argues this should be first priority.";http://mokoro.co.uk/wp-content/uploads/soroti_idps_lessons_and_implications_for_policy.pdf;http://mokoro.co.uk/land-rights-article/post-conflict-land-policy-and-administration-lessons-from-return-and-resettlement-of-idps-in-soroti-district-implications-for-prdp-national-land-policy-land-act-cap-227-and-npidps-2005/;31-01-2007;;;;"Margaret Rugadya;Eddie Nsamba-Gayiiya;Herbert Kamusiime";en;Reports & Research;002;"land conflicts;land;land rent;customary tenure;land administration;displacement;property;compensation;common property;trust";Land Conflicts;Access to Land & Tenure Security
