ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A30074;Treasure or Trouble? Mining in developing countries;;This policy paper for the world bank addresses the question of whether countries consider their mineral wealth an asset, to be used to stimulate or enhance their economic growth potential, or are there reasons to steer an economy away from the development of the mineral sector?Reviewing the cases of 51 “mining countries” in the developing world, three conclusions can be drawn:First, in more cases than not, mining countries appear to fare better than other countries in their respective regions. Second, where they do fare well, their good performance appears to be associated mostly with institutional stability and overall good economic management, particularly that relating to the management of revenues from the mining sector and the management of the sector itself.Third, the need to build institutional stability and improve economic management is most urgent in countries where the mining sector dominates an economy and where poor economic management and weak institutions are persistent features.In contrast to some analyses, this paper finds no reason to assume a causal relationship between a dominant mining sector and overwhelming economic ills. Nonetheless, it acknowledges the need to take special steps to prevent vested interests from expropriating mining and mineral resources that could otherwise be used to create economic assets for future generations. To these ends, the paper emphasises the need for policymakers to design and strengthen general economic policies and institutions for financial management, as well as specific frameworks and institutions for the mining sector.The challenge the author identifies is to turn the national endowment of mineral resources into national wealth. In this regard, there are lessons to be learned for other mining countries from both the “worst of class”and “best of class” performers profiled in this study. [authors summary] ;M. Weber-Fahr;;World Bank Group Mining [World Bank, International Finance Corporation];eldis;01/01/2002;en;"mining;extractive industries";;;;;http://www.eldis.org/document/A30074;http://www.worldbank.org/ogmc/files/treasureortrouble.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.worldbank.org%2Fogmc%2Ffiles%2Ftreasureortrouble.pdf;;;;"Mining;Corporate Social Responsibility;Conflict and security;Extractive industries;New wars;climate change as driver of conflict;Drivers of conflict;extractive;extractive industries;Extractive industries mining;Security;World Bank;Minerals"
eldis:A75940;Spotlight on publications: extractive industry investment policies ;;"Many Latin American countries are rich with natural resources like oil, gas and minerals, and they have a wealth of experience to share in terms of the investment policies they have pursued to develop their extractive industries.

This selection of publications highlights key resources documenting and analysing the following aspects of the Latin American investment policy experience: Gas Sector, Oil Sector, Mining Sector, Choice of Policy Model, and Rents, Taxes and Royalties.
 ";;;Evidence and Lessons from Latin America;eldis;01/01/2011;en;"environment;extractive industries";Land, Climate change & Environment;;419;;http://www.eldis.org/document/A75940;http://ella.practicalaction.org/wp-content/uploads/files/110831_ECO_ExtIndInvPol_SPOTKNOW1.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fella.practicalaction.org%2Fwp-content%2Fuploads%2Ffiles%2F110831_ECO_ExtIndInvPol_SPOTKNOW1.pdf;;;;"ELLA/PALA;OKHub partners;Corporate Social Responsibility;OKHub;Service;Trade Policy;Environment;Source;Evidence and Lessons from Latin America;Extractive industries;extractive industries;Livelihoods;Livelihoods natural resource management;Bookmarklet;Environment and natural resource management"
eldis:A75126;Property rights reform in Philippine agriculture: framework for analysis and review of recent experience;;"This paper constructs a framework for and reviews studies on property rights reforms in the agricultural and natural resources sector. In the case of agrarian reform, several hypotheses are posited: that agrarian reform will increase the rate of capital accumulation of beneficiaries and improve tenurial security, but may have negative impacts on land access, investments of landowners, and efficiency of land use. For the natural resources sector, the implications of open access and promotion of property rights are surveyed for the Philippine case. Overall, the review finds that research work is scanty and not clearly generalizable to the national level, even for such a major and longstanding program as agrarian reform. Future research thrusts are enumerated in terms of the issues and hypotheses identified in this review.
 ";R.M. Briones;;Philippine Institute for Development Studies ;eldis;01/01/2000;en;"property;property rights;agriculture";;"Land Policy & Legislation;Access to Land & Tenure Security";"030;009;PHL";;http://www.eldis.org/document/A75126;http://dirp3.pids.gov.ph/ris/dps/pidsdps0029.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fdirp3.pids.gov.ph%2Fris%2Fdps%2Fpidsdps0029.pdf;;;;"OKHub;agriculture;Agriculture and food;Source;Land issues;Bookmarklet"
eldis:A20718;Winning the water wars: toward a watershed-based approach to watershed resources management: a policy agenda for local government units;;"Water governance in the Philippines is saddled by several problems. The failure to implement laws governing the watershed approach and the absence of institutional mechanisms has seriously undermined any effort to mainstream and integrate water and watershed plans and programmes into the activities of various agencies involved in water resources management and governance. This is compounded by the lack of appreciation of water as an economic good, which leads to the inability for market-based mechanisms to function.In this paper, the author argues the need to obtain wide support vis-à-vis the Local Government Units (LGUs) and civil society organisations in water management since local communities are directly involved and are usually the frontline consumers of environmental goods. The author believes that it is in the best interest of these local communities to be directly involved in how the water resources should be managed and receive the proper training to perform their role.The author offers the following as guiding principles in the involvement of LGUs in water resources management. LGU’s must:adopt an integrated and holistic approach in addressing the inherently interrelated issues of water supply planning and operation, demand management, pollution control, and watershed and ground water protectionmanage water not only as a social good but also more importantly as an economic goodimplement a strategy to operationalise a water-pricing policy that covers the full economic cost of water production and distribution, by taking into account the opportunity cost of water where there are competing users, and the cost of externalities or negative environmental impactsuphold the principles associated with a watershed-based approach by considering the watershed as the basic unit in managing the water resources of the country.The author also suggests that there is a need for mechanisms to enable LGUs to be effective managers of their water resources to:support for the institutionalisation of local water bodiescreate a technical capacity and awareness among the LGUs and local communities, particularly in managing watershedenable the financial viability and sustainability of local initiatives beyond their reliance on official development assistance.The author concludes the study by indicating that there is a need to put in place mechanisms that require local governments to involve civil society organisations. LGUs may not always be efficient and responsive at all times; in fact there is a need for the presence of strong social capital, strong organisational capacity, high political literacy, and strong capacity for informed and effective advocacy.  Hence, civil society organisations could become effective technical partners of local government units in water resources governance. ";A.P. Contrera;;Philippine Institute for Development Studies ;eldis;01/01/2004;en;"environment;water management;advocacy";Land, Climate change & Environment;Land Use, Management & Investment;"030;009";;http://www.eldis.org/document/A20718;http://dirp4.pids.gov.ph/ris/dps/pidsdps0425.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fdirp4.pids.gov.ph%2Fris%2Fdps%2Fpidsdps0425.pdf;;;;"Environment;LGUs;Environment and natural resource management;The Philippines;environmental impacts;Environment and water;water management;water governance;advocacy;civil society participation;water;sustainability;social capital;natural resource management water;watershed-based approach;externalities;water as an economic good;Environment Natural Resource Access and Management;Governance;gdn;official development assistance"
eldis:A13276;Community based natural resources management in Mozambique: a theoretical or practical strategy for local sustainable development?: the case study of Derre Forest Reserve;;What does community based natural resource management (CBNRM) mean for Mozambique's poor?Through the case study of Derre Forest Reserve in Zambezia province, this paper explores the theory and practice of CBNRM, an approach which has been widely promoted in southern Africa, and is central to elements of the Mozambican forestry and wildlife policy of 1999.The paper examines the history of community involvement in forest use in the reserve, and the changing nature of local organisations. It asks whether CBNRM:devolves control over the resources to usersensures users participation in the design and implementation of policies and development initiativesleads to the adoption of sustainable use practices and control by those who use the resourcesleads to exercising democracy at lower levelskeeps away elites, or whether they are able to hijack the powersresults in different actors interacting differently in the processThe paper finds that:any major impact of CBNRM in improving livelihoods of the people is still a myththe process and pace of CBNRM is too slow to produce any short-term significant impactovercoming the constraints of the very limited rights in protected areas has to be achieved before the Derre community can expect any gains from participating in a CBNRM systemthere is a danger that devolution of power will be to the wrong level and to an unrepresentative entity, as local elites can easily hijack the processone route to increasing the benefits to local people has been the through joint ventures with private sector players, though the experience has been mixed, as has the functioning of local organisationsthe degree to which the emerging organisational arrangements are legitimate and inclusionary is questionable, as membership fees potentially exclude many poorer community membersThe paper concludes that:rights must be secured in an area of primary state jurisdictionthe community must become aware of their rights under the Forestry and Wildlife and Land laws in order to take the lead in forming an institution that truly represents themfinancially viable enterprises should be adopted in order to ensure long-term investmentthere are some policy gaps that have to be looked at regarding the rights of access for communities living in and around protected areasa rural development approach has to be adopted in order to change the household economy in Derrethe issue of community representation has to be resolved and the beneficiaries of income-generating activities should not be restricted to the members of the associationadequate land use planning is essential to avoid implementation of conflicting land uses such as harvesting forests for wood or for expansion of agricultural practices for cash crops and bee keeping ;"I. Nhantumbo
S. Norfolk
J. Pereira";;IUCN, Mozambique;eldis;01/01/2003;en;"development;sustainable development;natural resources management;environment;poverty";"Land, Climate change & Environment;Socio-Economic & Institutional Context";Land Use, Management & Investment;"MOZ;202";;http://www.eldis.org/document/A13276;http://www.ids.ac.uk/files/wRP10.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ids.ac.uk%2Ffiles%2FwRP10.pdf;;;;"Environment and Forestry;Environment and natural resource management;common resource management;povcons;Governance;decentralisation;Environment;Environmental protection natural resource management;CBNRM;Natural resource management;IDS publication;Environment Natural Resource Access and Management;gdn;Local governance;Agriculture and food;natural resource management CBNRM;natural resource management forests;commom property resources;PA;Mozambique;Participation;Poverty;Decentralisation & Local Governance;Forest policies and management"
eldis:A67066;On the margin: Kenya’s pastoralists. From displacement to solutions, a conceptual study on the internal displacement of pastoralists;;"Pastoralism is a global phenomenon. In Africa, where 66 per cent of is used for pastoral production, it is recognised as part of the continent’s cultural heritage. More than just a means of production, it is a way of life intrinsically linked to the identity of the individuals and communities that practise it. Given their traditionally nomadic lifestyle, the fact that pastoralists can become internally displaced is often overlooked. Some even question whether it can happen at all.
This study focuses on northern Kenya. It argues that their internal displacement is a reality that has to be understood within a broader discourse about mobility, and creates a conceptual understanding of the phenomenon by examining its multi-causality. In doing so, it also discusses processes and options for improving protection and assistance for those affected. Pastoralists’ internal displacement is presented as a process of impoverishment and decreasing resilience, which leads to the disenfranchisement of rights, marginalisation and neglect. As such, it is as much a human rights as a humanitarian and development concern that requires a holistic approach.
 ";"N. Schrepfer
M. Caterina";;Internal Displacement Monitoring Centre ;eldis;01/03/2014;en;"pastoralists;displacement";"Land Conflicts;Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";Access to Land & Tenure Security;KEN;;http://www.eldis.org/document/A67066;http://www.internal-displacement.org/assets/publications/2014/201403-af-kenya-on-the-margin-en.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.internal-displacement.org%2Fassets%2Fpublications%2F2014%2F201403-af-kenya-on-the-margin-en.pdf;;;;"Conflict and security;Internal migration;Livestock Norway;Norway;Agriculture and food;Source;Conflict Norway;Migration;Drylands Norway;pastoralism;Bookmarklet;Pastoralism"
eldis:A72838;Valuing variability: new perspectives on climate resilient drylands development;;"This book is a challenge to those who see the drylands as naturally vulnerable to food insecurity and poverty. 

It argues that improving agricultural productivity in dryland environments is possible by working with climatic uncertainty rather than seeking to control it – a view that runs contrary to decade of development practice in arid and semi-arid lands.

Across China, Kenya and India – and most other dryland countries – family farmers and herders relate to the inherent variability of the drylands as a resource to be valued, rather than a problem to be avoided. 

By exploring these vibrant agricultural economies that take advantage of variability, this book inverts longstanding negative views about food security in the drylands.
 ";;;;eldis;01/04/2015;en;"development;climate change;food security;land";"Land, Climate change & Environment;Land & Food Security";;"IND;KEN;CHN";;http://www.eldis.org/document/A72838;http://pubs.iied.org/pdfs/10128IIED.pdf?;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fpubs.iied.org%2Fpdfs%2F10128IIED.pdf%3F;;;;"Pastoralism;food security;climate adaptation;international development;climate change;uncertainty;nomads;herders;Agriculture and food;Source;global climate;Climate Change Adaptation;adaptation;Climate change;Food insecurity;pastoralism;Bookmarklet;resilience"
eldis:A67063;Land Access and youth livelihood opportunities in Southern Ethiopia;;"This study aims to examine current land access and youth livelihood opportunities in Southern Ethiopia. Access to agricultural land is a constitutional right for rural residents of Ethiopia. We used survey data from the relatively land abundant districts of Oromia Region and from the land scarce districts of Southern Nations, Nationalities and Peoples’ (SNNP) Region. We found that youth in the rural south have limited potential to obtain agricultural land that can be a basis for viable livelihood. The law prohibits the purchase and sale of land in Ethiopia. We found that land access through allocation from authorities is virtually nonexistent while land that can be obtained from parents through inheritance or gift is too small to establish a meaningful livelihood. The land rental market has restrictions, including on the number of years land can be rented out. Perhaps as a result of limited land access, the youth have turned their back on agriculture. Our study shows that only nine percent of youth in these rural areas plan to pursue farming. The majority are planning non-agricultural livelihoods. We also found a significant rural-urban migration among the youth and especially in areas with severe agricultural land scarcity. Our econometric analyses show that youth from families with larger land holding are less likely to choose non-agricultural livelihood as well as less likely to migrate to urban areas. We suggest here some measures to improve rural livelihood such as creation of non-farm employment opportunities and improvement of land rental markets. We also argue that as a certain level of rural-urban migration is unavoidable, investigating youth migration is essential to design policies that help the migrating youth as well as the host communities.
 ";"S. Bezu
S.T. Holden";;Norwegian University of Life Sciences;eldis;01/09/2013;en;"youth;land;land access";;Access to Land & Tenure Security;ETH;;http://www.eldis.org/document/A67063;http://www.umb.no/statisk/clts/papers/clts_wp11_2013.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.umb.no%2Fstatisk%2Fclts%2Fpapers%2Fclts_wp11_2013.pdf;;;;"jobs;Agriculture Norway;Norway;Agriculture and food;Source;Livelihoods Agriculture;Land issues;Livelihoods;sustainable livelihoods;Bookmarklet;Children and young people;Livelihoods migration"
eldis:A75267;The establishment of Korea land information system (KLIS);;"The Korea Land Information System (KLIS) aims to provide information necessary for land policy establishment promptly and accurately. This system manages accurate information on land use zoning designated by land use regulations and provides it to government agencies, local governments, and people. KLIS manages and provides specifically the land information database to prevent duplication of investment among agencies and to effectively manage the land by securing the compatibility of data sets.

There were many difficulties during the construction process of KLIS. The first of these difficulties was to produce a serial cadastral map with single cadastral maps, because of different scales of cadastral map in the characteristics of land parcels. Secondly, there was a discrepancy in each different zoning map. Thirdly, the flawed legal system for data sharing in land policies and lastly, the central government experienced conflicts to initiate the KLIS incorporation. In spite of these challenges, the Korean government was able to establish the KLIS.

The KLIS performed better than anticipated and its effects were both tangible and intangible. Enhanced public services through the Internet have been welcomed by the public, and are helping to save time and costs. ";"Jong Taek Park
Joungyoon Chun";;Korea Development Institute ;eldis;01/01/2014;en;land;;;KOR;;http://www.eldis.org/document/A75267;http://www.kdevelopedia.org/mnt/idas/asset/2014/05/13/DOC/PDF/04201405130131832072893.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.kdevelopedia.org%2Fmnt%2Fidas%2Fasset%2F2014%2F05%2F13%2FDOC%2FPDF%2F04201405130131832072893.pdf;;;;"OKHub partners;Land issues;Service;Governance;Agriculture and food;Source;K-Developedia;OKHub;Bookmarklet"
eldis:A101910;Can the land rental market facilitate smallholder commercialization? Evidence from northern Ethiopia;;The paper utilizes household panel data to investigate whether the land rental market can facilitate improved access to land for land-poor tenant households over time and thereby facilitate expansion of their farming activity. The paper utilizes data 8-17 years after land certification to assess the long-term effect of land certification on the allocative efficiency in the land rental market in areas where land certification stimulated land renting in the early years after certification. The paper uses three rounds of balanced panel data collected from 320 smallholder farmers in 2006, 2010 & 2015 from rural Tigrai, northern Ethiopia. Random effects dynamic probit and Tobit models were used to assess factors that may explain access, participation, and intensity of participation on the tenant side of the tenancy market. Tenants’ access to land was found to be severely constrained. Previous access and participation had strong positive effect on access and participation and intensity of participation in later periods. Non-convex transaction costs and entry barriers, therefore, appear as severe constraints towards the land rental market facilitating smallholder commercialization through tenancy access to land. More active land rental market coordination interventions are needed to boost the land rental market as a vehicle for facilitation of smallholder commercialization. ;"M. Gebru
S.T. Holden
Mesfin Tilahun";;Norwegian University of Life Sciences;eldis;01/01/2017;en;"land;land rent";;;ETH;;http://www.eldis.org/document/A101910;https://www.nmbu.no/download/file/fid/27427;http://ims.ids.ac.uk/thumbnail/?url=https%3A%2F%2Fwww.nmbu.no%2Fdownload%2Ffile%2Ffid%2F27427;;Not Known;;"Agriculture and food;Agriculture Norway;Norway;Land issues;Livelihoods"
eldis:A18145;Diamonds are forever, wars are not: is conflict bad for private firms?;;Using microeconomic data for Angola, this paper studies the relationship between civil war and private investment in a poor, resource abundant country. In order to do so, the paper focuses on diamond mining sector and conducts an event study on the sudden end of the conflict, marked by the death of the rebel movement leader in 2002.Findings of the study include:the stock market perceived this event as ‘bad news’ rather than ‘good news’ for companies holding concessions in Angola, as their abnormal returns declined by 4 percentage points this effect is sizeable and statistically significant, and is not likely to arise from unmeasured shocks to the diamond industry occurring at the same time, as the event had no effect on a control portfolio of otherwise similar diamond mining companies this finding is also affirmed  by other events and by the adoption of alternative methodologies: using nonparametric techniques with daily data on the intensity of conflict, finds that moderate level of violence increased the abnormal returns of the Angolan portfolio.The paper points out that results should be interpreted in the light of the widespread rent seeking in the Angolan mineral industry. The occupation of parts of the territory by the rebels and the instability created by civil war may limit the government’s ability to extract rents as well as the threat of entry of new firms, and thus be beneficial for incumbent companies. ;"M. Guidolin
E. La Ferrara";;European Development Research Network ;eldis;01/01/2004;en;"mining;extractive industries";;;;;http://www.eldis.org/document/A18145;http://research.stlouisfed.org/wp/2005/2005-004.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fresearch.stlouisfed.org%2Fwp%2F2005%2F2005-004.pdf;;;;"Mining;Corporate Social Responsibility;Conflict and security;Extractive industries;civil war;Business and conflict;extractive industries;diamonds;Extractive industries diamonds;Extractive industries mining"
eldis:A22212;The local politics of land and water: case studies from the Mekong Delta;;This document takes a historical view of the relations between individual and collective actors in local water management in the Mekong Delta in southern Vietnam. It identifies and analysis the genesis and operation of institutional arrangements, forms of organisation, rules, and standards and contracts regulating access to natural resources, in particular water and land, in a context of agrarian colonisation and progressive anchorage of the State.Emphasis is placed among other things on conflicts, why they emerged or did not emerge, the players involved, regulation modalities, and the role of the authorities in arbitrating disputes. The analysis of these process is done through an exploration and understanding of farming logics, changes and innovations in agricultural activity systems, and the insertion of forms of agriculture in a network of social and economic ties with entrepreneurs providing agricultural services. Beyond this, this document situates these analyses in the larger framework of the evolution of Vietnamese agricultural policies and evaluates their real weight in the various national ruptures in the local political economy (colonisation, Vietnam war, south-Vietnamese regimes, unification) and the decisive stages of the national agricultural policy and land tenure reform.The document is available for download from the GRET website in  3 separate parts. ;"P-Y. Le Meur
D. Hauswirth
T. Leurent
T. Lienhard";;Groupe de recherche et d'échanges technologiques ;eldis;01/01/2005;en;"environment;water management;land;land tenure";Land, Climate change & Environment;"Land Policy & Legislation;Land Use, Management & Investment;Access to Land & Tenure Security";"009;VNM;030";;http://www.eldis.org/document/A22212;http://www.gret.org/ressource/pdf/07367.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.gret.org%2Fressource%2Fpdf%2F07367.pdf;;;;"Agricultural biodiversity and natural resource management;Agriculture and food;Irrigation;Water management and irrigation;water management;water governance;Water Institutions;Participation;Land tenure;Environment;Agricultural policy;Environment and water;conflict"
eldis:A29115;From conflict to consensus: towards joint management of natural resources by pastoralists and agro-pastoralists in the zone of Kishi Beiga, Burkina Faso;;This article explores the breakdown of complementarity between agriculture and livestock in the Kishi Beiga area in the north of Burkina Faso. The article suggests that the the two systems now compete for land and local management systems have broken down.This article discusses  a joint GTZ and Government of Burkina Faso initiative to improve natural resource management and people's livelihoods. The project encountered the following problems:a participatory community-based land use planning approach, worked initially but it was later found that this was inadequate to deal with the social realities and complexities of the regiontranshumant pastoralists were not representedsocial relations between groups were affecting the outcome of project activities in a way that the project was unable to understandmanagement of communal assets was problematicAs this approach was not successful a new set of strategies were adopted. These more successful strategies included:focusing on social groups rather than territorial units.  This entailed programme activities shifting towards facilitating consultation and collaboration among the different groups within the community, using participatory methodsacknowledging the role that historical processes played in causing local tensions and rivalries among the population in Kishi Beiga, thereby contributing to the breakdown in natural resource management systems. This involved considering the ways in which political regimes, local power structures and land tenure policies have shaped social relationships within the regionfinding appropriate entry points for discussion, changing the role of development agents, building partnerships and supporting legitimate local leaders and resource people ;"M. Banzhaf
B. Drabo
H. Grell";;Drylands Programme, IIED;eldis;01/01/2000;en;"agriculture;pastoralists";"Rangelands, Drylands & Pastoralism;Land Stakeholders & Institutions";;"BFA;202";;http://www.eldis.org/document/A29115;http://www.sahel.org.uk/downloads/publications/secur_comm3e.pdf#search=%22From%20conflict%20to%20consensus%3A%20towards%20joint%20management%20of%20natural%20resources%20by%20pastoralists%20and%20agro-pastoralists%20in%20the%20zone%20of%20Kishi%20Beiga%2C%20Burkina%20Faso%22;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.sahel.org.uk%2Fdownloads%2Fpublications%2Fsecur_comm3e.pdf%23search%3D%2522From%2520conflict%2520to%2520consensus%253A%2520towards%2520joint%2520management%2520of%2520natural%2520resources%2520by%2520pastoralists%2520and%2520agro-pastoralists%2520in%2520the%2520zone%2520of%2520Kishi%2520Beiga%252C%2520Burkina%2520Faso%2522;;;;"Pastoralism;New wars;Conflict and security;livestock;Pastoralists;Security;pastoralism and conflict;EADI;Pastoralism land use conflict;pastoralism conflict;Agriculture and food;Animal production and health;natural resources as driver of conflict;Environmental conflict;Natural resource management;pastoralism;CBNRM case study;agriculture;Drivers of conflict;conflict;Pastoralism West Africa"
eldis:A12177;Gender, water and poverty: key issues, government commitments and actions for sustainable development;;"Overview of the relationship between gender, poverty and water. The first section explores how, in every corner of the globe, women play a central role in managing water supply and distribution. It also examines how access to water and sanitation has implications for women’s health and economic activities. Case studies highlight water projects and initiatives that have succeeded in elevating women’s status.Section two presents strategies for translating government commitments on gender, poverty eradication and water and sanitation into action by advocating for a gender perspective in all water and sanitation related policies. As a fundamental component of sustainable development, water is a strong entry point for  global advocacy on connected issues such as human rights, economic justice, poverty, reproductive rights, land, health, HIV/AIDS, and energy. Also in this section, women experts put forth their own guidelines for integrating gender in water use and management for poverty eradication. Section three, in the form of an insert, is a compilation of existing government commitments on gender, poverty and  water—including the World Summit on Sustainable Development (2002 Johannesburg, South Africa); the UN Millennium Summit (2000, New York, U.S.); the Fourth World Conference on Women (1995, Beijing, China); the International Conference on Population and Development, (1994, Cairo, Egypt); and global water  conferences. Advocates can use this matrix as a tool for  monitoring government action At the end of the paper is a list of websites, contacts and other resources that can be used to get involved. [author] ";"P. Khosla
R. Pearl";;Fourth World Conference on Women, Beijing 1995;eldis;01/01/2002;en;"development;sustainable development;advocacy;poverty;women";"Land & Gender;Socio-Economic & Institutional Context";;;;http://www.eldis.org/document/A12177;http://www.wedo.org/files/untapped_eng.htm;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.wedo.org%2Ffiles%2Funtapped_eng.htm;;;;"Water management and irrigation;Agricultural biodiversity and natural resource management;Gender;Household poverty;water;women;Agriculture and food;sanitation;gender;advocacy;health;Poverty"
eldis:A35706;Peri-urban water conflicts: supporting dialogue and negotiation;;"As cities expand, a key challenge is securing water supplies for urban populations and disposing of pollution while minimising impacts on peri-urban communities and the environment.  This book describes the conflicts, dialogues and negotiations underway in peri-urban areas of many cities in the South. 
Based on three case studies from Sao Paulo (Brazil), Cochabamba (Bolivia) and Chennai (India), it reveals how people and communities without good access to water and sanitation services depend upon alternatives to conventional service delivery from utilities, and explores how these arrangements can be supported. In particular, the case studies explore how stakeholders can be brought together to find better solutions to infrastructural development in peri-urban areas, and how research can provide information, tools and approaches to facilitate these processes. 
The research is based on the Negowat project, a four year research initiative undertaken by a consortium of research and non-governmental organisations from Europe, Latin America and India. 
The authors find that, there are several similarities as well as important differences across these three widely differing cities. They find that: 

    in each city, there are huge problems in service delivery to expanding populations in the peri-urban areas. These are probably insurmountable in the short term due to existing patterns of development in the cities
    in each case, however, innovative, locally-inspired and alternative solutions have emerged to fill the gaps in formal systems 
    sometimes these have clear overall benefits such as the generally well-performing community-managed water systems in Cochabamba, but sometimes they are associated with severe negative impacts, for example, the over-exploitation and inefficiencies associated with private water markets and tankering in Chennai 
    in the three case study processes, researcher-initiated and supported negotiation processes were found to contribute to the search for less painful, less conflictive or more inclusive urbanisation. 
 ";"J. Butterworth (ed)
R. Ducrot (ed)
N. Faysse
S. Janakarajan (ed)";;IRC International Water and Sanitation Centre;eldis;01/01/2007;en;environment;Land, Climate change & Environment;;"IND;034;BOL;419;BRA";;http://www.eldis.org/document/A35706;http://www.irc.nl/content/download/130403/360722/file/TP50_Peri-urban%20Water%20Conflicts.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.irc.nl%2Fcontent%2Fdownload%2F130403%2F360722%2Ffile%2FTP50_Peri-urban%2520Water%2520Conflicts.pdf;;;;"Brazil;São Paulo;Cochabamba;water governance;Governance;Environment;peri-urban;Health;Stakeholders in conflict;Public sector & service delivery water and sanitation;Public sector & service delivery;Bolivia;Environment and water;service delivery;Chennai;urbanisation;Conflict and security;Water and sanitation for health;Urban governance water and sanitation;water;cities;sanitation;Urban governance;India"
eldis:A44098;Good practices in participatory mapping: a review prepared for the International Fund for Agricultural Development (IFAD);;"Participatory mapping, commonly used in participatory development, plays an important role in helping marginalised groups by making visible the association between land and local communities, highlighting important social, historical and cultural knowledge as well as presenting geographical feature information. 
This review is intended to provide a broad background in the use of participatory mapping processes and the range of tools available to practitioners. It is not exhaustive but aims to give readers a greater appreciaion of how participatory mapping has involved from a relatively simplistic participatory rural appraisal (PRA) tool into a community of practice spanning a range of sophisticated technologies and processes. 
It draws on a number of examples from around the world, with special attention given to projects supported by the International Fund for Agricultural Development (IFAD), as this organisation commissioned the review. However, it contains useful insights, lessons and pitfalls in both the processes and tools available for participatory mapping. 
This review provides: 

    An outline of what is involved in participatory mapping and participatory mapping applications
    A review of the effectiveness of range of participatory mapping tools such as hands-on mapping, using scale maps and images, 3-D models and geographic information systems (GIS)
    A look at best practices and processes with awareness of enabling/disabling environments, the role of development intermediaries, awareness of mapping impacts and the importance of processes
    A matrix of participatory mapping tools outlining strenghs, weaknesses and resources needed
 ";J. Corbett;;International Fund for Agricultural Development ;eldis;01/01/2009;en;"development;food security;rural development";Land & Food Security;;;;http://www.eldis.org/document/A44098;http://www.ifad.org/pub/map/PM_web.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.ifad.org%2Fpub%2Fmap%2FPM_web.pdf;;;;"Food security;ground mapping;sketch mapping;Livelihoods tools;Livelihoods Agriculture;Livelihoods;Pastoralism;Participation in development;tools;Participation;GPS mapping;Gender roles within agriculture;Manuals;good practice;Food security and gender;Rural development;aerial images;Project management;scale mapping;Farmer participation in research;Remote sensing;Indigenous knowledge and agriculture;modelling;Agriculture and food;PGIS;Livelihoods gender;participatory;Gender roles in agriculture;P3DM;transect mapping;Participation Manuals;Geographic Information Systems"
eldis:A68408;Climate change and sustainable water management in central Asia;;"This working paper explores adaptation options in Central Asia. It describes the results of research conducted by a technical assistance in Central Asia. The research combined field observations with satellite-based data and created models to demonstrate the impacts of climate change on the hydrology of the Aral Sea Basin. The adaptation options explored can be summarised in three broad categories: 1) Expanding the supply of water available in the future, 2) Increasing the productivity of water and 3) Reducing future demand for water.

The paper argues that climate change will put additional challenges on decision makers to manage water resources in a beneficial way both to the environment and human life and that solutions are possible when decision makers act adequately, resources are available and actions are taken in common understanding of all countries.
 ";"M. Punkari
P. Droogers
W. Immerzeel";;Asian Development Bank ;eldis;01/05/2014;en;"environment;climate change;water management";Land, Climate change & Environment;Land Use, Management & Investment;;;http://www.eldis.org/document/A68408;http://www.adb.org/sites/default/files/publication/42416/cwa-wp-005.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.adb.org%2Fsites%2Fdefault%2Ffiles%2Fpublication%2F42416%2Fcwa-wp-005.pdf;;;;"Aral Sea Basin;Climate and Development Knowledge Network;Environment and water;Climate change;water management;Water in climate change;CDKN;Environment;Source;Climate Change Adaptation;glaciers;Central Asia;Funder;Bookmarklet"
