ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages;
eldis:A10286;Demand responsive urban planning: neighbourhood participation in infrastructure improvement;;Can the twin developmental goals of administrative decentralisation and improving services for the urban poor be meshed? How can urban authorities and local politicians learn to listen to service users, particularly women? What services should be run by municipalities and what could be managed by neighbourhood or private management? ;"Andrew Cotton
Kevin Tayler";;id21 Development Research Reporting Service;eldis;01/01/2002;en;"environment;urban planning;waste;poverty";"Urban Tenure;Land, Climate change & Environment";Land Use, Management & Investment;;;http://www.eldis.org/document/A10286;http://www.id21.org/urban/u3acg1.html;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.id21.org%2Furban%2Fu3acg1.html;;;;"urban;Management;municipal;Governance;water;contracting;planning;willingness to pay;South Asia;operation;development goals;WTP;Environment;Urban governance;sanitation;Urban planning;solid;procurement;maintenance;poverty;waste"
eldis:A100778;Current challenges of implementing land - use and land - cover change  in climate assessments;;Land-use and land-cover change (LULCC) represents one of the key drivers of global environmental change. However, the processes and drivers of anthropogenic land-use activity are still overly simplistically implemented in Dynamic Global Vegetation Models (DGVMs) and Earth System Models (ESMs), whose published results are used in major assessments of processes and impacts of global environmental change such as the reports of the Intergovernmental Panel on Climate Change (IPCC). In the absence of coupled models of climate, land use and biogeochemical cycles to explore land use – climate interactions across spatial scales, information on LULCC is currently provided as exogenous data from the land-use change modules of Integrated Assessment Models (IAMs) to ESMs and DGVMs, while data from dedicated land-use change models (LUCMs) are rarely considered. In this article, we discuss major uncertainties and existing shortcomings of current implementation strategies originating in both LULCC data-provider and LULCC data-user communities.The authors identify, based on literature review and the analysis of empirical and modeled LULCC data, three major challenges related to LULCC representation, which are currently not or insufficiently accounted for: (1) provision of consistent, harmonized LULCC time series spanning from historical reconstructions to future projections while accounting for uncertainties due to different land-use modeling approaches, (2) accounting for sub-grid processes and bi-directional changes (gross changes) across spatial scales and (3) the allocation strategy of LULCC at the grid cell level in ESMs and DGVMs.Based on these three challenges, the paper discusses the reasons that hamper the development of implementation strategies that sufficiently account for uncertainties in the land-use modeling process and conclude that both providers and users of LULCC data products often miss appropriate knowledge of the requirements and constraints of one another’s models, thus leading to large discrepancies between the representation of LULCC data and processes in both communities. The authors propose to focus future research on the joint development and evaluation of enhanced LULCC time series, which account for the diversity of LULCC modeling and increasingly include empirically based information about sub-grid processes and land-use transition trajectories. ;;;Earth System Dynamics;eldis;01/01/2016;en;"climate change;land;assessment";Land, Climate change & Environment;;;;http://www.eldis.org/document/A100778;http://www.earth-syst-dynam-discuss.net/esd-2016-39/esd-2016-39.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.earth-syst-dynam-discuss.net%2Fesd-2016-39%2Fesd-2016-39.pdf;CC-BY;Open - CC - Attribution (CCBY);;"Climate change Forestry;land - use harmonization;Land issues;land - climate  interaction;Agriculture and food;Earth System model;Climate change;global vegetation model;land - use  allocation;Climate and Development Knowledge Network;gross transitions"
eldis:A25390;Indonesia's cocoa boom : hands - off policy encourages smallholder dynamism;;Indonesia's cocoa output, produced mainly by smallholders on the island of Sulawesi, increased a phenomenal 26 percent a year (average, compounded) between 1980 and 1994. The government's hands-off policy was an important factor in this rapid expansion of output.This case study of Sulawesi's cocoa market is a counterpoint to investigations of highly regulated markets --- agricultural and otherwise. The Indonesian island's rapid expansion surprised the world cocoa market, especially because it came mostly from smallholders.Akiyama and Nishio examined the smallholders' production and marketing systems and the government policies implemented for smallholders to identify any policy lessons that might be useful for other countries. They found:The following factors contributed to the rapid expansion: the availability of suitable land, low production costs, a highly competitive marketing system (a result of the government's hands-off policy or limited government interventions), relatively good transport infrastructure, favorable macroeconomic policies, and the smallholders' entrepreneurship. Until the recent imposition of a value-added tax, Indonesia's government left cocoa marketing and distribution freer of government interventions than many other commodities --- in part because the Indonesian Cocoa Association recommended such nonintervention. Other commodities were affected by direct involvement of the National Logistics Agency, price controls, and exclusive trade licensing requirements. As a result of the competitive cocoa marketing system, the farmgate price of cocoa in Indonesia is about 90 percent of the f.o.b. price --- a much higher share than cocoa produced in other countries and than other commodities produced in Indonesia. This relatively free marketing and distribution system must be maintained for cocoa to develop further. Some general government policies have benefited the cocoa subsector as well as others. Exchange rates have been kept competitive, for example, no export tax has been imposed, and it has been government policy to build basic infrastructure in the outer islands.Several issues must be addressed for cocoa to be further developed: the quality of cocoa, the adding up problem (export revenues not increasing in proportion to export quantities, because of the price depressing effect of increased exports), the recently imposed value-added tax, the cocoa podborer, export marketing, research, retribution, local processing, environmental problems, and government interventions now being discussed for the cocoa sector.Government and industry must also resist the natural temptation for current players to become more conservative, to protect their interests.This paper --- a joint product of the Commodity Policy and Analysis Unit, International Economics Department, and the Agriculture Operations Division, Country Department III, East Asia and Pacific --- was presented at the conference, Building on Success: Maximizing the Gains from Deregulation, held in Jakarta, Indonesia, April 26  28, 1995. Copies of this paper are available free from the World Bank, 1818 H Street NW, Washington, DC 20433. Please contact Grace Ilogon, room N5032, telephone 2024733732, fax 2025223564, Internet address gilogon@worldbank.org. (44 pages)The full report is available on the World Bank FTP server ;"Takamasa Akiyama
Akihiko Nishio";;Policy Research Working Papers, World Bank;eldis;01/01/1996;en;land tenure;;"Land Policy & Legislation;Access to Land & Tenure Security";"IDN;030;009";;http://www.eldis.org/document/A25390;http://documents.worldbank.org/curated/en/docsearch?query=wps1580;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fdocuments.worldbank.org%2Fcurated%2Fen%2Fdocsearch%3Fquery%3Dwps1580;;;;"state intervention;ICT rural;Market oriented production and trade;government policy;small farms;Food and agriculture markets;agricultural markets;Agricultural marketing reform;exchange rates;Agriculture and food;Land tenure;Asian land use;cocoa"
eldis:A11269;The Kimberley Process: the case for proper monitoring;;This paper describes the outcomes of the Kimberley Process, which aims to create a certification system for rough diamonds, so excluding illicit diamonds, which fuel conflict, from the global diamond trade.The author focuses on the provisions the process has made for monitoring certified diamonds. He provides an overview of the monitoring provisions of the Kimberley Process as agreed at its March 2002 Ottawa meeting. The paper compares these with the monitoring provisions in other international agreements, and rates them against the problems the Kimberley Process aims to resolve, arguing that much stronger measures will be required if the agreement is to be credible and effective.The document contains a proposal for ‘essential elements’ of an effective and credible Kimberley process monitoring system. And it concludes that if such a system is not adopted, the Kimberley Process will create a false sense of security, allowing conflict diamonds to continue entering the system, ultimately placing the entire diamond industry at risk. [adapted from author] ;I. Smillie;;Partnership Africa Canada ;eldis;01/01/2002;en;extractive industries;;;;;http://www.eldis.org/document/A11269;http://www.pacweb.org/e/pdf/KP%20Monitoring.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.pacweb.org%2Fe%2Fpdf%2FKP%2520Monitoring.pdf;;;;"Corporate Social Responsibility;Extractive industries diamonds;Extractive industries;Trade Policy;Certification schemes;conflict diamonds;extractive;Monitoring of certified products;Eco-labelling"
eldis:A61985;REDD+ Politics in the Media: A Case Study From Indonesia;;This working paper examines how Reducing Emissions from Deforestation and Forest Degradation (REDD+) has been framed in Indonesia’s media. The report’s findings are based on content analysis of three national newspapers and a series of expert interviews. It is argued that Indonesia’s REDD+ discourse revolves primarily around land use, where REDD+ conservation is pitted against economic growth fuelled by land use change. Media analysis demonstrates that the Ministry of Forestry and Environment dominates debate at the national level, but their land use objectives diverge from other ministries. It is also asserted that NGOs are split over the capacity for REDD+ to deliver genuinely equitable outcomes. Concerns are raised over the extent to which journalists are able to critically engage with the REDD+ discourse, owing to its technical nature. The report ends by concluding that a broad cross-section of society has engaged with REDD+, but some voices are louder than others. ;T. Cronin;;Center for International Forestry Research ;eldis;01/01/2010;en;"environment;climate change;land use";Land, Climate change & Environment;Land Use, Management & Investment;"IDN;030;009;034";;http://www.eldis.org/document/A61985;http://www.cifor.org/publications/pdf_files/WPapers/WP-49Santoso.pdf_;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.cifor.org%2Fpublications%2Fpdf_files%2FWPapers%2FWP-49Santoso.pdf_;;;;"Climate change;Land use;REDD;Environment;serive:cdkn;Climate change Forestry;Climate change agriculture and food security;tfmimport;theme:mitigation"
eldis:A73899;Public overseas investments: ensuring respect for and protecting legitimate land tenure rights: rapid evidence assessment;;"This rapid evidence assessment (REA) investigates how public overseas investments supported by developed country governments respect legitimate land tenure rights, especially in countries without a strong system for protecting existing tenure rights. The REA assesses material from the limited number of studies (20) available about donor-supported investment projects involving land. Most are from African countries, but the evidence also includes cases from Afghanistan, Guatemala and Cambodia. Agricultural projects predominate, while two cases look at the impact of road projects on local land rights.

The studies suggest that:


	most foreign direct investment (FDI) actors are aware of the need to accommodate local land rights. Nevertheless, evidence from a wider body of material (see Appendix 5) relating to FDI-based and private sector projects shows that most large land-based investments are failing to take into account either legitimate local rights and/or local livelihoods impacts
	where a public donor is present – either directly funding or promoting a project – and is advocating the use of instruments, like the FAO Voluntary guidelines on the good governance of tenure of land, fisheries and forests (VGGT) and the Principles for responsible investments in agriculture and food systems (RAI)1, investment projects can include effective mitigation measures and/or be designed to produce real benefits for those holding legitimate rights over the land used
	inclusive business and investment models (i.e. models which engage communities fully and allow sharing of the investment benefits while respecting community land needs) are available which bring local people fully into the project process and turn it into an opportunity for social development and life-enhancing changes
	donors must be fully informed about legitimate local rights at the design and appraisal stages of new projects, and cannot assume that government or private sector partners will rigorously adhere to agreed approaches
	there is a need for more research into how projects, funded or supported by donors, can be designed and implemented to ensure respect for and protect legitimate local tenure rights


 
 ";"C. Tanner
E. Scalise
M. Mutema";;Evidence on Demand;eldis;01/01/2015;en;"land;assessment;land tenure";;"Land Policy & Legislation;Access to Land & Tenure Security";;;http://www.eldis.org/document/A73899;http://www.evidenceondemand.info/Core/DownloadDoc.aspx?documentID=984&contentID=5048;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.evidenceondemand.info%2FCore%2FDownloadDoc.aspx%3FdocumentID%3D984%26contentID%3D5048;;;;"Finance policy;Evidence on Demand;Service;Governance;Land tenure;Agriculture and food;Source;Foreign Direct Investment;Evidence for policy and practice;Bookmarklet"
eldis:A18752;Pumping poverty: Britain's Department for International Development and the oil industry;;"UK aid money is creating an ""oil curse"" for developing economies, according to this new report published by Friends of the Earth, Plan B and Platform Research. Pumping Poverty accuses DFID of an aid policy that is incoherent, fails the people it is designed to help, compromises the department's mandate for poverty alleviation, undermines the aims of the Millennium Development Goals, and further undermines UK efforts to fight climate change.Specifically the report highlights the adverse environmental and social impacts or ""oil curse"" which, it argues, often accompany the discovery of oil in a developing country. At a local level, oil production can have an adverse effect on local communities, with pollution affecting water supplies, farm land and air quality. Nationally, the discovery of oil can harm the economy, with investment in oil undermining other sectors, disrupting growth and potentially weakening democracy.The report uses case studies detailing these impacts to question DFID's continued support for oil projects through direct grants and the approval of loans through the World Bank and the European Bank of Reconstruction and Development (EBRD). The use of development aid to support such projects, they argue, distorts the energy market in favour of oil and provides essential leverage for private finance. The report argues that in order to prevent catastrophic climate change such hidden subsidies need to end.The report also questions the conflicting role of DFID as a partner in maintaining UK energy security. This they argue leads to the use of development aid to support the goals of the UK's oil industry and is explicitly aimed at enhancing the UK economy rather than maximising poverty alleviation in developing countries.Among the key recommendations of the report are the following:phase out over a limited timeframe all bilateral development aid for the oil industrypress for a similar phase-out in multilateral banks and other funding institutionsrigorously assess the poverty alleviation and sustainable development impacts of overseas development aid for the oil industry until a phase out is implementedproactively support sustainable renewable energy strategies in developing countriesThe report calls for:a UK Parliamentary investigation into the impacts on poverty of DFID’s support for oil developmentthe filing by DFID in the UK House of Commons Library of its internal reviews and reports on effectiveness of its projects to datethe publication by DFID of all of its votes and positions on projects seeking support from multilateral development banksongoing Parliamentary scrutiny of DFID’s ‘due diligence’ on specific projects, and the quality of its internal record-keeping ";"L. Stockman
G. Muttitt
K. Hamilton
M. Lynas";;Friends of the Earth ;eldis;01/01/2005;en;"development;climate change;poverty;extractive industries";Land, Climate change & Environment;;;;http://www.eldis.org/document/A18752;http://www.bankwatch.org/documents/Pumping_poverty_Summary.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.bankwatch.org%2Fdocuments%2FPumping_poverty_Summary.pdf;;;;"Climate change;Corporate Social Responsibility;Sector specific aid;DFID;bilateral grants;multilateral development banks;Resource curse;Extractive industries oil;Extractive Industries Review;oil industry;MDG;European Bank of Reconstruction and Development;Extractive industries;carbon;oil curse;oil curse feature;oil pollution;World Bank;Aid and debt"
eldis:A39514;Land and decentralisation in Senegal;;"Land and decentralisation policies in Senegal have been closely linked since the country became independent in 1960. Although local governments manage public lands and participate in the management of special areas, the actual degree popular participation in land and decentralisation policies occurs strongly depends on the rights granted to local communities and governments and the available human and financial resources. This paper explores these issues and discusses their effect on decentralisation and land management in Senegal.
 
    The authors explore local authorities' representativeness as well as the human and financial resources available to them. They highlight three points: decentralisation policies should be intensified to foster sustainable local government; infrastructure, public services and support for economic activities are needed and; the translation of legislative advances into action has been too slow.
     
        The security of land tenure in rural areas remains insufficient despite the national land law of 1964. This situation - which undermines the necessary modernisation of rural Senegal - is due to several factors: 
        
            political authorities and administrations have been slow in translating legislation into action
            farmers have never accepted the abolition of their customary rights
            neither the State nor local governments have sufficient human or financial resources to apply the law
            rural councils are unable to manage national land in a sustainable manner
            there is a growing number of illegal land sales and rentals 
        
        Attempts to reform land rights have also failed due to the State's refusal to recognise the social nature of land policy and to include stakeholders in the decision making process. The authors recommend that any successful land policy should: 
        
            reverse the fragmentation of family farms
            give local governments the human and financial resources they require to manage land and natural resources sustainably
            address problems associated with urbanisation
            open rural land to economic use by the growing urban population
            balance the ensuing loss of land for the rural population by an inflow of financial capital to rural areas 
         ";J. Faye;;Drylands Programme, IIED;eldis;01/05/2008;en;"environment;rural population;land rights;land";Land, Climate change & Environment;Access to Land & Tenure Security;SEN;;http://www.eldis.org/document/A39514;http://www.iied.org/pubs/pdfs/12550IIED.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.iied.org%2Fpubs%2Fpdfs%2F12550IIED.pdf;;;;"Agricultural biodiversity and natural resource management;Agriculture and food;human resources;Environment and natural resource management;rural population;stakeholder;Agriculture institutions and policy processes;Soil and land management;decentralisation;Environment;Senegal;land rights;national land law;Governance;security of tenure;popular participation;Decentralisation & Local Governance;Decentralisation;local government;Local governance"
eldis:A62358;GRAIN — Squeezing Africa dry: behind every land grab is a water grab;;Food cannot be grown without water. In Africa, one in three people endure water scarcity and climate change will make things worse. Building on Africa’s highly sophisticated indigenous water management systems could help resolve this growing crisis, but these very systems are being destroyed by large-scale land grabs amidst claims that Africa's water is abundant, under-utilised and ready to be harnessed for export-oriented agriculture. GRAIN looks behind the current scramble for land in Africa to reveal a global struggle for what is increasingly seen as a commodity more precious than gold or oil - water. ;;;GRAIN;eldis;01/01/2012;en;"land;climate change;research;environment;food security";"Land, Climate change & Environment;Land & Food Security";;"ETH;MLI;CMR;202";;http://www.eldis.org/document/A62358;http://www.grain.org/article/entries/4516-squeezing-africa-dry-behind-every-land-grab-is-a-water-grab.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Fwww.grain.org%2Farticle%2Fentries%2F4516-squeezing-africa-dry-behind-every-land-grab-is-a-water-grab.pdf;;;;"Environment;author:GRAIN;theme:water;Climate change;Water in climate change;research;Agriculture and food;Food security;tfmimport;Environment and water"
eldis:A70749;Kailash sacred landscape conservation initiative – Feasibility assessment report;;"The Kailash Sacred Landscape (KSL) spreads across a vast region that includes remote portions of the Tibet Autonomous Region of China (TAR China) and contiguous areas of Nepal and India. This area is historically, ecologically, and culturally interconnected; it is the source of four of Asia’s most important rivers, and at the heart of this landscape is the sacred Mount Kailash, revered by millions of people in Asia and throughout the world. The region and its people are highly vulnerable to climate change and environmental degradation, as well as threats associated with ongoing globalisation processes and accelerating development. The Kailash Sacred Landscape Conservation Initiative (KSLCI) is an attempt on the part of the three neighbouring countries to join hands to help preserve the unique biological diversity, the many ecosystem goods and services, and the value-based cultural heritage of one of the most revered and sacred landscapes in the world. The present report is a summarised synthesis of three individual Country Feasibility Assessment Reports, based on extensive field work and consultations aimed at delineating the target landscape and preparing a needs analysis for the KSL in general, and the KSLCI in particular.
 ";"R. Zomer (ed)
K.P. Oli (ed)";;International Centre for Integrated Mountain Development, (ICIMOD), Nepal;eldis;01/01/2011;en;"land;land cover;climate change;land use;environment;assessment";Land, Climate change & Environment;Land Use, Management & Investment;;;http://www.eldis.org/document/A70749;http://lib.icimod.org/record/26968/files/attachment_761.pdf;http://ims.ids.ac.uk/thumbnail/?url=http%3A%2F%2Flib.icimod.org%2Frecord%2F26968%2Ffiles%2Fattachment_761.pdf;;;;"wildlife conservation;Climate change agriculture and food security;Land use;Sustainable tourism;Environment;Source;cultural geography;land resources;Livelihoods;Natural resource management;landscape;Corporate Social Responsibility;land cover;tourism;International Centre for Integrated Mountain Development, (ICIMOD), Nepal;International Centre for Integrated Mountain Development (ICIMOD);conservation;policy;mountains;Content partner summary;Biodiversity and environment;Bookmarklet;biological diversity;environmental degradation;nature conservation;watershed management;Climate change"
