ID;Title;Subtitle;Abstract/Description;Authors;Corporate authors;Publishers;Data provider;Publicaton date (YYYY/MM);Language;Related concepts;Themes;Overarching Categories;Geographical focus;Resource types;Link to the original website;Link to the publication;Thumbnail;License;Copyright details;Pages
10.3390/land5030025;Analysis and Prediction of Land Use Changes Related to Invasive Species and Major Driving Forces in the State of Connecticut;;Land use and land cover (LULC) patterns play an important role in the establishment and spread of invasive plants. Understanding LULC changes is useful for early detection and management of land-use change to reduce the spread of invasive species. The primary objective of this study is to analyze and predict LULC changes in Connecticut. LULC maps for 1996, 2001 and 2006 were selected to analyze past land cover changes, and then potential LULC distribution in 2018 was predicted using the Multi-Layer Perceptron Markov Chain (MLP_MC) model. This study shows that the total area of forest has been decreasing, mainly caused by urban development and other human activity in Connecticut. The model predicts that the study area will lose 5535 ha of deciduous forest and gain 3502 ha of built-up area from 2006 to 2018. Moreover, forests near built-up areas and agriculture lands appear to be more vulnerable to conversion. Changes in LULC may result in subtle spatial shifts in invasion risk by an abundant invasive shrub, Japanese barberry (Berberis thunbergii). The gain of developed areas at the landscape scale was most closely linked to increased future invasion risk. Our findings suggest that the forest conversion needs to be controlled and well managed to help mitigate future invasion risk.;"Wang, Wenjie
Zhang, Chuanrong
Allen, M. Jenica
Li, Weidong
Boyer, A. Mark
Segerson, Kathleen
Silander, A. John";;Land Journal;Land Journal;2016-09-31;en;"land use;land use planning;land governance";Land Stakeholders & Institutions;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/25/;http://www.mdpi.com/2073-445X/5/3/25/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5030024;Smallholders, Agrarian Reform, and Globalization in the Brazilian Amazon: Cattle versus the Environment;;Smallholder farming in the Brazilian Amazon has changed markedly over the last few decades, following a pervasive swing to cattle production observed across the basin. These changes have brought opportunities for accumulating a modicum of wealth that were not available in the early stages of colonization. At the same time, they have reconfigured livelihood systems away from diversified agriculture to a strong engagement with the cattle economy. They are also exposing smallholders to new forms of exploitation by transnational corporations, seeking to pass risk upstream to less powerful economic agents who provide inputs to production, such as calves. The case of Southeastern Pará provides a natural laboratory for investigating such phenomena, which the article considers through the presentation of data from field research conducted in the region over the past decade. Here, agrarian reform efforts have been particularly intense, and social movements have often espoused a green rhetoric in favor of diversified agriculture, even though smallholders show little interest in anything but cattle. Household level incentives promote Amazonia’s emergent cattle economy, demonstrating how global production networks have reached into the basin, where production relations between smallholders provisioning calves to large ranching operations often resemble what has been referred to in the literature as “contract farming” land grabs, given the exploitive terms of trade.;"Pereira, Ritaumaria
Simmons, S. Cynthia
Walker, Robert";;Land Journal;Land Journal;2016-09-31;en;"land grabs;agrarian reform;farmers;environment";Land, Climate change & Environment;Land Policy & Legislation;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/24/;http://www.mdpi.com/2073-445X/5/3/24/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5030027;The Influence of Forest Management Regimes on Deforestation in a Central Indian Dry Deciduous Forest Landscape;;This research examines the impact of forest management regimes, with various degrees of restriction, on forest conservation in a dry deciduous Indian forest landscape. Forest change is mapped using Landsat satellite images from 1977, 1990, 1999, and 2011. The landscape studied has lost 1478 km2 of dense forest cover between 1977 and 2011, with a maximum loss of 1002 km2 of dense forest between 1977 and 1990. The number of protected forest areas has increased, concomitant with an increase in restrictions on forest access and use outside protected areas. Interviews with residents of 20 randomly selected villages indicate that in the absence of alternatives, rather than reducing their dependence on forests, communities appear to shift their use to other, less protected patches of forest. Pressure shifts seem to be taking place as a consequence of increasing protection, from within protected areas to forests outside, leading to the creation of protected but isolated forest islands within a matrix of overall deforestation, and increased conflict between local residents and forest managers. A broader landscape vision for forest management needs to be developed, that involves local communities with forest protection and enables their decision-making on forest management outside strict protected areas.;"Agarwal, Shivani
Nagendra, Harini
Ghate, Rucha";;Land Journal;Land Journal;2016-09-31;en;"protected areas;deforestation;forest land";"Land, Climate change & Environment;Forest Tenure";Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/27/;http://www.mdpi.com/2073-445X/5/3/27/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5030026;Enhancement of Linear Agricultural Areas to Provide Invertebrates as Potential Food for Breeding Birds;;Birds are an important part of the agricultural landscape, as having nature value, but also as pest control agents and bio-indicators for the health of the environment. Here we look at linear non-crop elements in agricultural areas as a potential source of food for nestlings of avian species. We measured invertebrate availability as it relates to structural complexity at the local and landscape levels in three counties in central Illinois. Invertebrates were measured with taxonomic diversity, abundance, and estimated biomass during spring of 2012 and 2013. Our study shows that easily modifiable field edge characteristics have the greatest impact on invertebrate diversity and abundance, as compared to field and landscape features. This finding shows that a potential invertebrate food source as measured by both diversity and biomass, may be easily enhanced without changes to agricultural practices.;"Evans, R. Tracy
Mahoney, J. Meredith
Cashatt, D. Everett
de Snoo, Geert
Musters, C.J.M.";;Land Journal;Land Journal;2016-09-31;en;agricultural landscape;;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/26/;http://www.mdpi.com/2073-445X/5/3/26/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5030029;How Are Feedbacks Represented in Land Models?;;"Land systems are characterised by many feedbacks that can result in complex system behaviour. We defined feedbacks as the two-way influences between the land use system and a related system (e.g., climate, soils and markets), both of which are encompassed by the land system. Land models that include feedbacks thus probably more accurately mimic how land systems respond to, e.g., policy or climate change. However, representing feedbacks in land models is a challenge. We reviewed articles incorporating feedbacks into land models and analysed each with predefined indicators. We found that (1) most modelled feedbacks couple land use systems with transport, soil and market systems, while only a few include feedbacks between land use and social systems or climate systems; (2) equation-based land use models that follow a top-down approach prevail; and (3) feedbacks’ effects on system behaviour remain relatively unexplored. We recommend that land system modellers (1) consider feedbacks between land use systems and social systems; (2) adopt (bottom-up) approaches suited to incorporating spatial heterogeneity and better representing land use decision-making; and (3) pay more attention to nonlinear system behaviour and its implications for land system management and policy.";"Chen, Yang
Bakker, M. Martha
Ligtenberg, Arend
Bregt, K. Arnold";;Land Journal;Land Journal;2016-09-31;en;agricultural land management;;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/29/;http://www.mdpi.com/2073-445X/5/3/29/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5030028;Urban Agriculture Oriented towards Self-Supply, Social and Commercial Purpose: A Typology;;Urban agriculture, a dynamic multifunctional phenomenon, affects the spatial diversification of urban land use, its valorization and its governance. Literature acknowledges its contribution to the development of sustainable cities. The dimension and extent of this contribution depends significantly on the particular form and function of urban agriculture. However, the complexity of interests and dimensions is insufficiently covered by theory. This paper proposes a typology for urban agriculture, supporting both theory building and practical decision processes. We reviewed and mapped the diversity of the types of agriculture found along three beneficial dimensions (self-supply, socio-cultural, commercial) for product distribution scale and actors. We distinguish between ideal types, subtypes and mixed types. Our intention is to include a dynamic perspective in the typology of urban agricultural land use because transition processes between types are observable due to the existence of complex motivations and influences. In a pilot study of 52 urban agriculture initiatives in Germany, we tested the validity of the typology and discussed it with stakeholders, proving novelty and relevance for profiling discussions.;"Krikser, Thomas
Piorr, Annette
Berges, Regine
Opitz, Ina";;Land Journal;Land Journal;2016-09-31;en;"suburban agriculture;agricultural land management";Urban Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/3/28/;http://www.mdpi.com/2073-445X/5/3/28/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4010119;How Can Social Safeguards of REDD+ Function Effectively Conserve Forests and Improve Local Livelihoods? A Case from Meru Betiri National Park, East Java, Indonesia;;"The National REDD+ (Reducing Emissions from Deforestation and Forest Degradation-Plus) Strategy in Indonesia highlights the importance of local participation  and the reform of land tenure in the success of forest conservation. National parks are  a main target area for REDD+. National parks in Indonesia have been suffering from  forest destruction and conflicts between governments and local communities. This study investigated: (1) the historical process of developing the REDD+ project in collaboration with multiple stakeholders including government authorities, local NGOs, and local people; (2) the social and economic impacts of the REDD+ project on local people; and (3) the local awareness of and motivations to participate in the REDD+ project in Meru Betiri National Park in Indonesia. Interviews of stakeholders including village leaders, NGO staff, and park staff were conducted to obtain an overview of the REDD+ project in the national park. Interviews with a questionnaire were also conducted among randomly selected heads of households who participated or did not participate in the REDD+ project and lived adjacent to the national park. Our analysis revealed that participants in the project obtained the right to use illegally harvested bared lands for intercropping while planting trees to recover forest ecosystems inside the national park. This opportunity could have contributed to a drastic increase in income, particularly for economically disadvantaged people, and to the recovery of forest ecosystems. Although local people did not fully recognize the meaning of REDD+ or carbon credits, they were enthusiastic to join in managing and patrolling forests because of their satisfaction with the income generated by the national park. However, the challenge is how both the recovery of forests and income generation from the project can be maintained in a situation of insufficient funding from donors and unsettled arguments about the benefit of sharing carbon credits with local people.";"Harada, Kazuhiro
Prabowo, Dede
Aliadi, Arif
Ichihara, Jun
Ma, Hwan-Ok";;Land Journal;Land Journal;2015-03-31;en;"forest management plans;forest land;local community";"Forest Tenure;Land Stakeholders & Institutions";"Land Use, Management & Investment;Access to Land & Tenure Security";IDN;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/1/119/;http://www.mdpi.com/2073-445X/4/1/119/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4041182;Spatial Distribution of Estimated Wind-Power Royalties in West Texas;;Wind-power development in the U.S. occurs primarily on private land, producing royalties for landowners through private contracts with wind-farm operators. Texas, the U.S. leader in wind-power production with well-documented support for wind power, has virtually all of its ~12 GW of wind capacity sited on private lands. Determining the spatial distribution of royalty payments from wind energy is a crucial first step to understanding how renewable power may alter land-based livelihoods of some landowners, and, as a result, possibly encourage land-use changes. We located ~1700 wind turbines (~2.7 GW) on 241 landholdings in Nolan and Taylor counties, Texas, a major wind-development region. We estimated total royalties to be ~$11.5 million per year, with mean annual royalty received per landowner per year of $47,879 but with significant differences among quintiles and between two sub-regions. Unequal distribution of royalties results from land-tenure patterns established before wind-power development because of a “property advantage,” defined as the pre-existing land-tenure patterns that benefit the fraction of rural landowners who receive wind turbines. A “royalty paradox” describes the observation that royalties flow to a small fraction of landowners even though support for wind power exceeds 70 percent.;"Brannstrom, Christian
Tilton, Mary
Klein, Andrew
Jepson, Wendy";;Land Journal;Land Journal;2015-12-31;en;"property;land use";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/4/1182/;http://www.mdpi.com/2073-445X/4/4/1182/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3010188;Gendered Resource Access and Utilisation in Swedish Family Farming;;Gendered relations in resource access and farming are two important intersecting themes of gender studies in a northern rural context. However, conventional analysis and perceptions of the economy conceal the contribution of women within families, in businesses and in the labor market. This article demonstrate the significance of capital to farming women’s engagement with agriculture using a Swedish case study, based on descriptive analyses of data from the Federation of Swedish Farmers. To disclose the embodiment of family farming, gendered control of land, business activities and farm incomes is analyzed. On this empirical basis, we argue for reconstitution of farm-related entrepreneurial research, rural development policies and rural gender studies from a new material feminist approach. Access to resources, typically land, together with social forces and embodied experiences constitute the basis of strategic focus and agency. We demonstrate that acknowledgement of access to resources in the research process and in the understanding of social relations, resistance and situated knowledge are essential.;"Andersson, Elias
Lidestav, Gun";;Land Journal;Land Journal;2014-03-31;en;"land;agriculture;farming systems;women";Land & Gender;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/1/188/;http://www.mdpi.com/2073-445X/3/1/188/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4020413;Assessing Site Availability of Aspen and Northern Hardwoods for Potential Feedstock Development in Michigan:  A Case Study;;The importance of wood and wood byproducts as biomass feedstocks is of increasing interest as a source of ethanol and electricity. Second generation woody feedstock sources in Michigan, e.g., hybrid poplar and hybrid willow (Populus spp.), and native forests, particularly aspen and northern hardwoods, are a potential source of woody biomass for these uses. This study provides a geographic information system (GIS) framework for assessing the current spatial extent of aspen and northern hardwoods) and their proximity to roads. Additionally, the potential for expanding the area of these feedstock sources based on pre-European settlement vegetation cover is assessed. Utilizing GIS technology to compile, edit and analyze available geospatial data (e.g., present day and pre-European settlement land use/cover, soils, road infrastructure, and land ownership) for counties located in the eastern half of the Upper Peninsula and northern half of the Lower Peninsula of Michigan provides a robust framework for various management scenarios to be evaluated in a cost effective manner and foster better decision making.;"Alian, Sara
Maclean, Ann";;Land Journal;Land Journal;2015-06-31;en;land use;;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/2/413/;http://www.mdpi.com/2073-445X/4/2/413/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land5040042;Historical and Current Niche Construction in an Anthropogenic Biome: Old Cultural Landscapes in Southern Scandinavia;;Conceptual advances in niche construction theory provide new perspectives and a tool-box for studies of human-environment interactions mediating what is termed anthropogenic biomes. This theory is useful also for studies on how anthropogenic biomes are perceived and valued. This paper addresses these topics using an example: “old cultural landscapes” in Scandinavia, i.e., landscapes formed by a long, dynamic and continuously changing history of management. Today, remnant habitats of this management history, such as wooded pastures and meadows, are the focus of conservation programs, due to their rich biodiversity and cultural and aesthetic values. After a review of historical niche construction processes, the paper examines current niche construction affecting these old cultural landscapes. Features produced by historical niche construction, e.g., landscape composition and species richness, are in the modern society reinterpreted to become values associated with beauty and heritage and species’ intrinsic values. These non-utilitarian motivators now become drivers of new niche construction dynamics, manifested as conservation programs. The paper also examines the possibility to maintain and create new habitats, potentially associated with values emanating from historical landscapes, but in transformed and urbanized landscapes.;Eriksson, Ove;;Land Journal;Land Journal;2016-12-31;en;agricultural landscape;;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/5/4/42/;http://www.mdpi.com/2073-445X/5/4/42/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4041060;Changing Livelihoods and Landscapes in the Rural Eastern Cape, South Africa: Past Influences and Future Trajectories;;This paper seeks to understand the drivers and pathways of local livelihood change and the prospects for transformation towards a more sustainable future. Data are used from several studies, and a participatory social learning process, which formed part of a larger project in two sites in the Eastern Cape, South Africa. Secondary information from a wealth of related work is used to place our results within the historic context and more general trends in the country. Findings indicate that livelihoods in the rural Eastern Cape are on new trajectories. Agricultural production has declined markedly, at a time when the need for diversification of livelihoods and food security seems to be at a premium. This decline is driven by a suite of drivers that interact with, and are influenced by, other changes and stresses affecting local livelihoods. We distil out the factors, ranging from historical processes to national policies and local dynamics, that hamper peoples’ motivation and ability to respond to locally identified vulnerabilities and, which, when taken together, could drive households into a trap. We end by considering the transformations required to help local people evade traps and progress towards a more promising future in a context of increasing uncertainty.;"Shackleton, Sheona
Luckert, Marty";;Land Journal;Land Journal;2015-12-31;en;"poverty;rural development";;Land Use, Management & Investment;"ZAF;018";Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/4/1060/;http://www.mdpi.com/2073-445X/4/4/1060/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4041213;Built-up Area Change Analysis in Hanoi Using Support Vector Machine Classification of Landsat Multi-Temporal Image Stacks and Population Data;;In 1986, the Government of Vietnam implemented free market reforms known as Doi Moi (renovation) that provided private ownership of farms and companies, and encouraged deregulation and foreign investment. Since then, the economy of Vietnam has achieved rapid growth in agricultural and industrial production, construction and housing, and exports and foreign investments, each of which have resulted in momentous landscape transformations. One of the most evident changes is urbanization and an accompanying loss of agricultural lands and open spaces. These rapid changes pose enormous challenges for local populations as well as planning authorities. Accurate and timely data on changes in built-up urban environments are essential for supporting sound urban development. In this study, we applied the Support Vector Machine classification (SVM) to multi-temporal stacks of Landsat Thematic Mapper (TM) and Enhanced Thematic Mapper Plus (ETM+) images from 1993 to 2010 to quantify changes in built-up areas. The SVM classification algorithm produced a highly accurate map of land cover change with an overall accuracy of 95%. The study showed that most urban expansion occurred in the periods 2001–2006 and 2006–2010. The analysis was strengthened by the incorporation of population and other socio-economic data. This study provides state authorities a means to examine correlations between urban growth, spatial expansion, and other socio-economic factors in order to not only assess patterns of urban growth but also become aware of potential environmental, social, and economic problems.;"Nong, H. Duong
Fox, Jefferson
Miura, Tomoaki
Saksena, Sumeet";;Land Journal;Land Journal;2015-12-31;en;urbanization;Urban Tenure;;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/4/1213/;http://www.mdpi.com/2073-445X/4/4/1213/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3041251;Why Landscape Beauty Matters;;This philosophical paper explores the aesthetic argument for landscape conservation. The main claim is that the experience of beautiful landscapes is an essential part of the good human life. Beautiful landscapes make us feel at home in the world. Their great and irreplaceable value lies therein. To establish this claim, the concepts of landscape and “Stimmung” are clarified. It is shown how “Stimmung” (in the sense of mood) is infused into landscape (as atmosphere) and how we respond to it aesthetically. We respond by resonating or feeling at home. The paper ends by indicating how art can help us to better appreciate landscape beauty. This is done by way of an example from contemporary nature poetry, Michael Donhauser’s Variationen in Prosa, which begins with “Und was da war, es nahm uns an” (“And what was there accepted us”).;Krebs, Angelika;;Land Journal;Land Journal;2014-12-31;en;"land management;agricultural land management";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/4/1251/;http://www.mdpi.com/2073-445X/3/4/1251/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4010197;Mapping Vegetation Morphology Types in Southern Africa Savanna Using MODIS Time-Series Metrics: A Case Study of Central Kalahari, Botswana;;"Savanna ecosystems are geographically extensive and both ecologically and economically important; they therefore require monitoring over large spatial extents. There are, in particular, large areas within southern Africa savanna ecosystems that lack consistent geospatial data on vegetation morphological properties, which is a prerequisite for biodiversity conservation and sustainable management of ecological resources. Given the challenges involved in distinguishing and mapping savanna vegetation assemblages using remote sensing, the objective of this study was to develop a vegetation morphology map for the largest protected area in Africa, the central Kalahari. Six vegetation morphology classes were developed and sample training/validation pixels were selected for each class by analyzing extensive in situ data on vegetation structural and functional properties, in combination with existing ancillary data and coarse scale land cover products. The classification feature set consisted of annual and intra annual matrices derived from 14 years of satellite-derived vegetation indices images, and final classification was achieved using an ensemble tree based classifier. All vegetation morphology classes were mapped with high accuracy and the overall classification accuracy was 91.9%. Besides filling the geospatial data gap for the central Kalahari area, this vegetation morphology map is expected to serve as a critical input to ecological studies focusing on habitat use by wildlife and the efficacy of game fencing, as well as contributing to sustainable ecosystem management in the central Kalahari.";"Mishra, B. Niti
Crews, A. Kelley
Miller, A. Jennifer
Meyer, Thoralf";;Land Journal;Land Journal;2015-03-31;en;"land use planning;agricultural land management";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/1/197/;http://www.mdpi.com/2073-445X/4/1/197/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3010342;Urban Landscape Perspectives;;"Cities present significant opportunities for new landscape perspectives that can help inform conservation and development decisions. Early in the twenty-first century, the majority of the planet’s population became urban as more people lived in city-regions for the first time in our history. As the global population increases, so does this urbanization. The environmental challenges of population and urban growth are profound. Landscapes represent a synthesis of natural and cultural processes. Cities are certainly cultural phenomena. Historically, cities provided refuge from nature. The expanding field of urban ecology, coupled with landscape ecology, can enhance how the dual natural and cultural dimensions of landscapes in cities are understood. Furthermore, concepts such as ecosystem services and green infrastructure are proving useful for urban landscape planning and design. Examples from Dayton, Ohio; Brooklyn, New York; and Austin, Texas are presented.";Steiner, Frederick;;Land Journal;Land Journal;2014-03-31;en;"urban areas;land use planning";Urban Tenure;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/1/342/;http://www.mdpi.com/2073-445X/3/1/342/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4030842;Institutional Synergies in Customary Land Markets—Selected Case Studies of Large-Scale Land Acquisitions (LSLAs) in Ghana;;Synergies among land institutions and institutional changes impact on land markets and in guaranteeing agro-based employment, capital injection, local economic development and infrastructural improvement. Increasingly, these institutions have come under pressure and there are concerns about their functional capacities and implications on land markets. This paper discusses institutional synergies and its impacts on customary land markets under large-scale land acquisitions for agro-investments in Ghana. From the study, it was identified that the government of Ghana has maintained a non-interfering stance in customary land markets so as to protect the sanctity and independence of customary land institutions. Also, land transactions were found characterised by lack of transparency, information sharing, participation and accountability. For an efficient and effective management of LSLAs in Ghana, there is the need for a functioning institutional collaboration and one-stop-shop approach to streamline the apparent complex processes of acquiring agricultural land. The roles of customary custodians such as chiefs and Tendaamba should be critically reviewed and re-aligned according to local customs to make the institutions more accountable, consultative and transparent, while curtailing their enormous powers in land administration.;"Kuusaana, D. Elias
Gerber, Nicolas";;Land Journal;Land Journal;2015-09-31;en;"land markets;customary tenure;land acquisitions";Land & Investments;"Land Use, Management & Investment;Access to Land & Tenure Security";GHA;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/3/842/;http://www.mdpi.com/2073-445X/4/3/842/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4020255;Translocation of Cd and Mn from Bark to Leaves in Willows on Contaminated Sediments: Delayed Budburst Is Related to High Mn Concentrations;;Changes in the hydrology of sediments in tidal marshes or landfills may affect the uptake of metals in the vegetation. Leaf and stem samples of Salix cinerea (grey sallow) were collected during four consecutive growing seasons at six contaminated plots on a polluted dredged sediment landfill and one plot on an uncontaminated reference site. The first three contaminated plots were already emerged in the first half of the first growing season, while the other three were submerged in the first year, but became increasingly dry over the study period. Foliar and stem cutting concentrations for Cd, Zn and Mn increased on the latter three plots over the four years. Willow bark contained high concentrations of Cd, Zn and Mn. In two consecutive greenhouse experiments with willow cuttings from different origins (uncontaminated and contaminated sites) and grown under different soil conditions (uncontaminated and contaminated), we observed an important translocation of Mn from bark to shoots. In a third experiment with willow cuttings collected on soils with a range of heavy metal concentrations and, thus, with a broad range of Cd (4–67 mg/kg dry matter), Zn (247–660 mg/kg dry matter) and Mn (38–524 mg/kg dry matter) concentrations in the bark, high Mn concentrations in the bark were found to affect the budburst of willow cuttings, while no association of delayed budburst with Cd and Zn concentrations in the bark was found. We conclude that wood and, especially, bark are not a sink for metals in living willows. The high Mn concentrations in the bark directly or indirectly caused delayed or restricted budburst of the willow cuttings.;"Vandecasteele, Bart
Quataert, Paul
Piesschaert, Frederic
Lettens, Suzanna
De Vos, Bruno
Du Laing, Gijs";;Land Journal;Land Journal;2015-06-31;en;land management;;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/2/255/;http://www.mdpi.com/2073-445X/4/2/255/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land3031075;The Re-Greening of the Sahel: Natural Cyclicity or  Human-Induced Change?;;The Sahel has been the focus of scientific interest in environmental-human dynamics and interactions. The objective of the present study is to contribute to the recent debate on the re-greening of Sahel. The paper examines the dynamics of barren land in the Sahel of Burkina Faso through analysis of remotely-sensed and rainfall data from  1975–2011. Discussions with farmers and land management staff have helped to understand the anthropogenic efforts toward soil restoration to enable the subsistence farming agriculture. Results showed that area of barren land has been fluctuating during the study period with approximately 10-year cyclicity. Similarly, rainfall, both at national and local levels has followed the same trends. The trends of the area of barren land and rainfall variability suggest that when rainfall increases, the area of barren land decreases and barren land increases when rainfall decreases. This implies that rainfall is one of the main factors driving the change in area of barren land. In addition, humans have contributed positively and negatively to the change by restoring barren lands for agriculture using locally known techniques and by accelerating land degradation through intensive and inappropriate land use practices.;"Ouedraogo, Issa
Runge, Jürgen
Eisenberg, Joachim
Barron, Jennie
Sawadogo-Kaboré, Séraphine";;Land Journal;Land Journal;2014-09-31;en;land degradation;Land, Climate change & Environment;Land Use, Management & Investment;"DZA;SDN;BFA;NGA;MRT;TCD;MLI;CMR;SEN;CAF;SSD;ETH;NER;ERI";Peer-reviewed publication;http://www.mdpi.com/2073-445X/3/3/1075/;http://www.mdpi.com/2073-445X/3/3/1075/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2014 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
10.3390/land4010216;Detection of Shoreline and Land Cover Changes around Rosetta Promontory, Egypt, Based on Remote Sensing Analysis;;Rosetta Promontory, Egypt has been suffering from a continuous erosion problem. The dramatic retreatment was observed during the last century. It is basically due to the construction of Aswan High Dam in 1964, which reduced the flow and sediment discharges. In this paper, four Landsat images (two Thematic Mapper and two Enhanced Thematic Mapper) covering the period from 1984 to 2014 were used. These Landsat images were radio-metrically and geometrically corrected, and then, multi-temporal post-classification analysis was performed to detect land cover changes, extracting shoreline positions to estimate shoreline change rates of the Nile delta coast around Rosetta Promontory. This method provides a viable means for examining long-term shoreline changes. Four categories, including seawater, developed (agriculture and urban), sabkhas (salt-flat), and undeveloped areas, were selected to evaluate their temporal changes by comparing the four selected images. Supervised classification technique was used with support vector machine algorithm to detect temporal changes. The overall accuracy assessment of this method ranged from 97% to 100%. In addition, the shoreline was extracted by applying two different techniques. The first method is based on a histogram threshold of Band 5, and the other uses the combination of histogram threshold of Band 5 and two band ratios (Band 2/Band 4 and Band 2/Band 5). For land cover change detection from 1984 to 2014, it was found that the developed area that increased by 9% although the land in the study area has been contracted by 1.6% due to coastal erosion. The shoreline retreat rate has decreased more than 70% from 1984 to 2014. Nevertheless, it still suffers from significant erosion with a maximum rate of 37 m/year. In comparison to ground survey and different remote sensing techniques, the established trend of shoreline change extracted using histogram threshold was found to be closely consistent with these studies rather than combining band ratio with histogram threshold.;"Masria, Ali
Nadaoka, Kazuo
Negm, Abdelazim
Iskander, Moheb";;Land Journal;Land Journal;2015-03-31;en;"land cover;land use;land use planning;geographical information systems";;Land Use, Management & Investment;;Peer-reviewed publication;http://www.mdpi.com/2073-445X/4/1/216/;http://www.mdpi.com/2073-445X/4/1/216/pdf;private://feeds/LandJournal-thumbnail.png;Creative Commons Attribution;"© 2015 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access article.";
