ID;Title;Description;Acronym;Image;Geographical focus;Related concepts;Themes;Start date;End date;Budget Currency;Budget value;Budget value USD;website;Contact info;Staff;Donors;Implementers;Data provider
"MOD:709";"Contribution to the protection of land rights II";"The share of the Cambodian population having a legally protected access to land is socially balanced and has furthermore increased on the base of a spatial overall plan";"";"";"KHM";"land access;land acquisitions;land administration;land governance;land investments;land law;land tenure systems;land transfers;land use planning;security of tenure (land)";"Land & Investments";"2014-07-31";"2016-06-30";"USD";"6240000";"6240000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH";"Global Donor Platform for Rural Development"
"MOD:319";"PDUI (integrated urban development project)";"Awareness raising and capacity building for improved land management in the municipalities of Camotan, Jocotan, Olopa and San Juan Ermita, in the department of Chiquimula";"";"";"DJI";"capacity building;development;land;land management";"";"2008-01-31";"2013-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:1306";"VGGT-based forest tenure project";"A VGGT-informed forest tenure project was implemented in Uganda to pilot the process for registering community and private smallholder customary forests. The project aimed to strengthen tenure security of owners, and improve forest governance of areas that are otherwise functioning as open access and experiencing the greatest levels of deforestation in country.";"";"";"UGA";"land administration;land governance;land law;land tenure systems;research;security of tenure (land);title deed";"";"2014-01-31";"2016-01-31";"USD";"300000";"300000";"";"Safia Aggarwal, FAO <Safia.Aggarwal@fao.org>";"";"Food and Agriculture Organization of the United Nations (FAO)";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:1046";"Programme for Rural Irrigation Development (PRIDE)";"The programme, which draws lessons from IRLADP, aims to enable 17,500 smallholder households to enhance their production levels to such a degree that they can provide for their household nutritional demands and deliver produce to viable markets by providing smallholder farm households a combination of 5,200 ha of irrigated land and soil- and water conservation infrastructure; promotion of good agricultural practices; and linkage to improved value chains. Land and natural resource governance interventions aim to develop resilient land and water management systems for smallholder households on both rain-fed and irrigated lands; to develop agreements on equitable access to irrigate. Water Users’ Associations will be given long-term access to the irrigated land, and will be charged with sub-letting land to their members. Measures will be introduced for ensuring equitable access for women and youth.";"";"";"MWI";"land access;land governance;land law;land ownership;land policies;land tenure";"";"2016-12-31";"2023-12-31";"USD";"3311000";"3311000";"https://operations.ifad.org/web/ifad/operations/country/project/tags/malawi/1670/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD);UK Department for International Development";"Government of Malawi";"Global Donor Platform for Rural Development"
"MOD:311";"Programme Modernization of the Syrian water sector";"The organizational and institutional framework within Syrian water sector leading to a sustainable and effective covering of the water demand of various user groups is improved (a component of land use planning)";"";"";"SYR";"land;land use;land use planning";"";"2001-01-31";"2011-01-31";"";"";"";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"";"Global Donor Platform for Rural Development"
"MOD:315";"Urban Planning";"The land issue is analyzed as a root of conflict and suggestions for policy reforms for the rural sector are formulated through a process of dialogue and social participation";"";"";"BFA";"land;reforms;urban planning";"Urban Tenure";"2008-01-31";"2012-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:314";"Support program for greater Cotoneau";"Contributing to stability and security in the Macarena region by combining and improving coherence of government interventions regarding conflicts (including participation of citizens; interventions to reduce coca production and improve food security)";"";"";"BEN";"food security";"Land & Food Security";"2007-01-31";"2012-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:317";"LGAF (Land Governance assessment framework)";"to create the technical, legal and social conditions that give legal security with respect to land property within the framework of sustainable development";"";"";"CMR";"land access;land governance;land law;land ownership;land policies;land tenure;legal empowerment";"";"2012-01-31";"2013-01-31";"USD";"32000";"32000";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:316";"Protection of the biodiversity Sierra Madre Oriental and Golfo de Mexico I";"Demarcation and titling of state land within protected areas as a basis for demarcation and strict conservation/restoration regimes";"";"";"MEX";"customary law;customary tenure;eviction;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land administration;land governance;land law;land ownership;land rights;land tenure;land tenure systems;land use planning;legal empowerment;public ownership;security of tenure (land);state property;title deed;women";"Land & Gender;Forest Tenure;Indigenous & Community Land Rights";"2012-05-31";"2017-04-30";"USD";"9470000";"9470000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1229";"Anhui V: protection and management of the Qiupu River ecosystem";"The project aims at the sustainable management of the ecosystems at the lower reaches of the Qiupu River (Anhui Province) and the sustainable preservation of ecosystem services.";"";"";"CHN";"land access;land administration;land governance;land law;land ownership;land tenure;land tenure systems;security of tenure (land);title deed";"";"2016-11-30";"2020-01-31";"USD";"3075000";"3075000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1228";"Contribution to the Mozambican Foundation for Nature Conservation and Biodiversity - BIOFUND";"The FC project is intended to contribute to the sustainable financing of the Mozambican National Park system through the financial resources of the BIOFUND environmental foundation. The aim is to ensure the long-term protection and conservation of marine and terrestrial biodiversity and the sustainable use of natural resources in Mozambique's nature.";"";"";"MOZ";"compensation;customary law;customary tenure;eminent domain;eviction;expropriation;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land acquisitions;land administration;land consolidation;land governance;land law;land ownership;land policies;land rights;land tenure;land tenure systems;land transfers;public ownership;research;security of tenure (land);state property;title deed;women";"Land & Gender;Forest Tenure;Indigenous & Community Land Rights";"2018-01-31";"2020-01-31";"USD";"1107000";"1107000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:332";"ProJet d'Appui a Ia gouvernance financiere (AGOFI)";"";"";"";"NER";"";"";"2020-01-31";"2020-01-31";"";"";"";"";"";"";"Agence Française de Développement";"";"Global Donor Platform for Rural Development"
"MOD:951";"Rural Development Project in the Eastern Middle Atlas Mountain (PDRMO)";"The aim of the project is to improve the living conditions of 10,000 rural households in the Boulemane province. Small-scale farmers, women, unemployed young people and landless labourers are among the project participants. A number of different development activities are being pursued: improved natural resource management, rational water use, improved farming techniques, soil and water conservation, rehabilitation of rural tracks, access to rural financial services and the promotion of microenterprises. 

On land and natural resource governance, the project intends to provide support for the formation and training of WUAs and for rangeland management through participatory rotational resting/grazing. It implemented a GIS and facilitated the monitoring of natural and water resources.";"";"";"MAR";"land administration;land governance;land law;land tenure systems;land valuation;security of tenure (land)";"";"2007-03-31";"2015-03-31";"USD";"1250000";"1250000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/morocco/1338/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Morocco";"Global Donor Platform for Rural Development"
"MOD:1221";"Amzonia Fund, Phase II";"The aim is to contribute to the fight against deforestation as well as the protection and sustainable use of forests in Amazonia.";"";"";"BRA";"customary law;customary tenure;fisheries;forest land;land access;land governance;land law;land ownership;land policies;land rights;land tenure;land tenure systems;public ownership;state property";"Forest Tenure";"2017-11-30";"2022-12-31";"USD";"4172000";"4172000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1220";"African Agriculture and Trade Investment Fund (AATIF) - Tranche 2016";"Objective of the project is to improve the access to financial services and markets for businesses and smallholders in rural areas of Africa.";"";"";"";"agriculture;area;rural areas";"";"2016-12-31";"2026-03-31";"USD";"1230000";"1230000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1223";"Support of the national programme for small-scale irrigation II";"The rural population in Mali uses the potential of small-scale irrigation for a self-supporting and sustainable agriculture";"";"";"MLI";"customary law;customary tenure;eviction;indigenous land rights;indigenous peoples;land administration;land dispute;land dispute resolution;land governance;land law;land rights;land tenure systems;legal empowerment;security of tenure (land);women";"Land Conflicts;Land & Gender;Indigenous & Community Land Rights";"2017-06-30";"2021-02-28";"USD";"1046000";"1046000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1222";"Program for the implementation of an agricultural insurance";"The aim of the FC measure is to create needs-based (agricultural) insurance solutions for the protection against extreme weather events.";"";"";"ARM";"climate change;land administration;land governance;land law;land tenure systems;security of tenure (land);title deed";"Land, Climate Change & Environment";"2017-12-31";"2020-01-31";"USD";"657000";"657000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1225";"Costal and marine protection";"The project contributes to the sustainable management of natural resources as part of the National Strategy for Combating Poverty and the National Environmental Program of Madagascar. The main aim is to contribute to the sustainable management of natural resources in the coastal areas of Madagascar.";"";"";"MDG";"land access;land administration;land governance;land law;land ownership;land tenure;land tenure systems;legal empowerment;security of tenure (land);title deed";"";"2017-12-31";"2020-01-31";"USD";"1230000";"1230000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:901";"Support Programme for Rural Microenterprise Poles and Regional Economies (PROSPERER)";"The programme aims to increase the incomes of poor rural people among 51,000 households in five of the country's poorest and most densely populated regions: Sofia, Analamanga, Itasy, Vatovavy Fitovinany, Haute Matsiatra. It aims to promote increased revenues by consolidating rural micro enterprises at local and regional levels and  improve their competitiveness; to contribute to the development of an institutional framework and national policy support to rural microenterprises; and to create a structured environment fostering the modernization of rural industries.

Land and natural resource governance related activities include the opening of 22 land offices to obtain land ownership certificates and the establishment of 19 Single Windows Multi-Services / Ivo Fanoitra (GUMS / IF) at the district level, which will be led by two management consultants. These unique windows are also a key operational tool to make contact with professional organizations and federations, identify support service providers to SEA and supervise the services provided.";"";"";"MDG";"land access;land administration;land governance;land law;land ownership;land policies;land tenure;land tenure systems;land use planning;security of tenure (land)";"";"2008-04-30";"2016-12-31";"USD";"575000";"575000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/madagascar/1401/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Madagascar";"Global Donor Platform for Rural Development"
"MOD:1227";"Alliance for Green Revolution in Africa (AGRA)";"The project aims to increase the productivity of small-scale cultivation of food crops (Ghana: corn, rice, soy, cassava, Burkina Faso: corn, rice, beans, millet (sorghum)) and their marketing shares in selected regions of Ghana and Burkina Faso. This will increase the income of smallholders and improve their nutritional status.";"";"";"BFA;GHA";"land access;land governance;land law;land ownership;land tenure;research";"";"2018-02-28";"2022-12-31";"USD";"1230000";"1230000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:1226";"Blue Action Fund (BAF)";"The project serves to intensify coastal and marine protection in partner countries of German development cooperation. The financial contributions of FC to the Blue Action Fund (BAF) should enable it to promote the maintenance of networks of globally important coastal and marine protected areas.";"";"";"DEU";"fisheries;forest land;land governance;land law;land rights;public ownership;state property";"Forest Tenure";"2016-12-31";"2026-12-31";"USD";"2952000";"2952000";"";"";"";"German Federal Ministry for Economic Cooperation and Development";"KFW";"Global Donor Platform for Rural Development"
"MOD:416";"Promotion of the use of land and natural resources laws for equitable development";"Support to the integration of the Land Law and the Rural Development Strategy.";"";"";"MOZ";"development;land;land law;rural development";"";"2009-01-31";"2012-01-31";"USD";"1940000";"1940000";"http://www.fao.org/fileadmin/user_upload/oed/docs/GCPMOZ096NET_2013_FR.pdf";"Netherlands Embassy in Mozambique, (+258) 21 484200 <map@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:417";"Community - investor partnerships";"Assisting the development of new approaches for community-investor partnerships to secure new investment and improve the livelihoods of smallholders.";"";"";"MOZ";"land access;land acquisitions;land governance;land investments;land law;land ownership;land tenure;land transfers";"Land & Investments";"2010-01-31";"2012-12-31";"USD";"820000";"820000";"http://www.ifad.org/english/land/perspectives/gltn/IBM_FactSheet.pdf";"Harold Liversage, IFAD, +39 0654592144  <h.liversage@ifad.org>";"";"Ministry of Foreign Affairs of the Netherlands";"International Fund for Agricultural Development (IFAD);Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:414";"Establishment of a community land use fund in Mozambique";"Providing technical support and planning services to rural communities/ providing grants to community-based clients to enable them to purchase the necessary services and to cover the official transaction costs involved in registering their acquired rights.";"";"";"MOZ";"land;land use;transaction costs";"";"2005-12-31";"2010-12-31";"USD";"1700000";"1700000";"https://www.kpmg.com/eastafrica/en/services/advisory/development-advisory-services/services_and_expertise/goodgovernance/communi";"Paulo Mole, KPMG, +258 21 355200 <pmole@kpmg.com>";"";"Ministry of Foreign Affairs of the Netherlands";"";"Global Donor Platform for Rural Development"
"MOD:415";"Support to ORAM Nampula";"Supporting interventions for securing rights for smallholders to land and natural resources since the approval of new laws (awareness raising; delimitation of the territory; facilitation of community development plans).";"";"";"MOZ";"development;land;territory";"";"2006-01-31";"2011-01-31";"USD";"1240000";"1240000";"";"Netherlands Embassy in Mozambique, (+258) 21 484200 <map@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"Associação Rural de Ajuda Mútua";"Global Donor Platform for Rural Development"
"MOD:799";"Andean Forests and Climate Change (ANFOR)";"The project is well embedded in the SDC Global Programme Climate Change's global approach to face climate change in the land-use sector through increased regional cooperation and strengthened joint information and negotiation platforms. The fundamental rationale of ANFOR is that through the consolidation and up scaling of advanced conservation mechanisms, significant improvements in the conservation and sustainable management of Andean forests will be reached, improving the livelihoods of Andean farmers and concurrently addressing climate change.";"";"";"CHL;ECU;BOL;COL;PER";"climate change;land governance";"Land, Climate Change & Environment";"2014-05-31";"2018-04-30";"USD";"6000000";"6000000";"";"<gpcc@eda.admin.ch>";"";"Swiss Agency for Development and Cooperation";"";"Global Donor Platform for Rural Development"
"MOD:413";"Decentralized legal support and capacity building to promote sustainable development and good governance at local level";"Develop and implement a training package for Paralegals and local community leaders, members and others involved in resource access and use, enhancing awareness of their rights and how to use and defend these rights. ";"";"";"MOZ";"capacity building;development;local community;sustainable development";"Land Stakeholders & Institutions;Socio-Economic & Institutional Context";"2005-03-31";"2010-06-30";"USD";"3290000";"3290000";"http://www.fao.org/fileadmin/user_upload/oed/docs/GCPMOZ081NET_2007_ER.pdf";"Netherlands Embassy in Mozambique, (+258) 21 484200 <map@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"Center of Legal and Judicial Training;Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:410";"Support to three environmental conservation organisations";"Support to three NGOs working in the area of environmental conservation. As part of their activities, the organizations focuses on capacity strengthening, participation of land users in conservations, addressing land-related conflicts.";"";"";"KEN";"area;environment;land;land use";"Land, Climate Change & Environment";"2007-01-31";"2011-01-31";"USD";"25060000";"25060000";"";"Netherlands Embassy in Kenya, (+254) 20 4288000 <nai@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"The Lutheran World Federation;Africa Wildlife Foundation;African Conservation Centre";"Global Donor Platform for Rural Development"
"MOD:411";"SNV: Three activities directly related to land governance";"Support to the decentralization of land management; knowledge development on gender and land; support and advice to farmers organizations in the development of agricultural and land policies.";"";"";"MLI";"land access;land governance;land law;land ownership;land policies;land tenure;legal empowerment";"";"1999-01-31";"2020-01-31";"";"";"";"http://www.snvworld.org/en/countries/mali";"SNV, +223 20 23 3347/78 <mali@snvworld.org>";"";"Ministry of Foreign Affairs of the Netherlands";"SNV";"Global Donor Platform for Rural Development"
"MOD:795";"Consolidation des acquis et des actions de sécurisation foncière (PCASF)";"The programme consists of three components: 1) Operationalization of the Land Law (including orders of applications, jurisprudence, dissemination, communication); 2) Establishment of an institutional framework (including interdepartmental cooperation and the establishment of the National Agency for land); 3) Rural land plan (continued support for the issuance of certificates).";"";"";"BEN";"eviction;indigenous land rights;indigenous peoples;land access;land administration;land governance;land law;land ownership;land policies;land rights;land tenure;land tenure systems;legal empowerment;security of tenure (land);title deed;women";"Land & Gender;Indigenous & Community Land Rights";"2013-12-31";"2015-05-31";"";"";"";"";"Netherlands Embassy in Cotonou <COT@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"MCA Benin II";"Global Donor Platform for Rural Development"
"MOD:797";"IGAD Land Governance Program, Horn of Africa";"The institutional capacities of IGAD Secretariat will be supported to formulate a regional land governance policy framework in an inclusive and participatory bottom-up process. This task will be facilitated by the Land Policy Initiative that is the mandated body by the African Union to implement the Declaration on Land. The Land Policy Initiative is contract partner and will technically assist IGAD.";"";"";"DJI;ETH;SOM";"land governance;land law;land policies";"";"2014-10-31";"2017-09-30";"USD";"2100000";"2100000";"";"<gpfs@eda.admin.ch>";"";"Swiss Agency for Development and Cooperation";"United Nations Economic Commission for Africa;African Land Policy Centre;Intergovernmental Authority on Development";"Global Donor Platform for Rural Development"
"MOD:796";"Land governance and transparency of agricultural investments";"this program relies on several components:
Component 1: Increase transparency and global information on land transactions (land observatory in Senegal and African land portal hosted by LPI and Land matrix)
Component 2: Articulate national land policies and the application of the VGGT (Niger and Senegal)";"";"";"SEN;NER;CMR";"customary law;customary tenure;eviction;fisheries;forest land;indigenous land rights;indigenous peoples;land access;land administration;land dispute;land dispute resolution;land governance;land law;land markets;land ownership;land policies;land rights;land tenure;land tenure systems;land use planning;land valuation;legal empowerment;public ownership;research;security of tenure (land);state property;title deed;women";"Land Conflicts;Land & Gender;Forest Tenure;Indigenous & Community Land Rights;Land & Investments";"2013-05-31";"2016-12-31";"USD";"380000";"380000";"";"";"";"Agence Française de Développement";"Fondation Paul Ango Ela;African Land Policy Centre;Food and Agriculture Organization of the United Nations (FAO);Land Matrix;ENDA PRONAT";"Global Donor Platform for Rural Development"
"MOD:791";"Land Access for Women";"To address these complexities, the Land Access for Women pilot program will combine commune-level legal rights counseling and education with advocacy efforts. Based in two provinces in Vietnam – Hung Yen in the North and Long An in the South – the program will strengthen the reach and efficacy of land rights for farmers, particularly women farmers. Research indicates that community-based paralegals are invaluable resources for poor and disadvantages persons to access legal systems to resolve property disputes.";"";"";"VNM";"advocacy;farmers;land;land access;land rights;property;research;women";"Land & Gender";"2014-01-31";"2016-01-31";"USD";"803000";"803000";"https://land-links.org/project/land-access-for-women-vietnam/";"Todd Hamner, USAID <thamner@usaid.gov>";"";"USAID";"International Center for Research on Women";"Global Donor Platform for Rural Development"
"MOD:418";"Support to the Judiciary in implementation of new legislation on land, environment, forestry and wildlife";"Assist in the realization of implementation of new legislation.";"";"";"MOZ";"environment;forestry;land";"Land, Climate Change & Environment;Forest Tenure";"2001-01-31";"2004-01-31";"USD";"1350000";"1350000";"";"Netherlands Embassy in Mozambique, (+258) 21 484200 <map@minbuza.nl>";"";"Ministry of Foreign Affairs of the Netherlands";"Food and Agriculture Organization of the United Nations (FAO)";"Global Donor Platform for Rural Development"
"MOD:792";"Capacity Building for Responsible Minerals Trade";"The goal of the Capacity Building for Responsible Minerals Trade (CBRMT) project is to strengthen the capacity of the Democratic Republic of Congo and regional institutions to transparently regulate a critical mass of the trade in strategic minerals in eastern DRC in order to transform the region’s mineral wealth into economic growth and development. The project supports programming in responsible mineral access, trade, and chain of custody related tin, tantalum, tungsten, (3Ts) and gold. The project is implemented in three locations with a headquarters in Kinshasa, an Eastern Congo field office in Goma supervising the conflict free minerals trade, and an office in Bujumbura, Burundi, the headquarters of the International Council on the Great Lakes (ICGLR). Partners include Pact and RESOLVE, as well as a number of Congolese organizations dedicated to the responsible minerals trade.";"";"";"COD";"capacity building;development";"";"2014-01-31";"2015-01-31";"USD";"5759000";"5759000";"https://land-links.org/project/capacity-building-for-responsible-minerals-trade-democratic-republic-of-congo/";"Richard Robinson, USAID <rirobinson@usaid.gov>";"";"USAID";"Tetra Tech";"Global Donor Platform for Rural Development"
"MOD:175";"Land Administration Project";"The project objective is to increase the access to land information services through the development of an improved land administration system in selected provinces of Vietnam. This objective will be achieved through ensuring that land users, including businesses and households, have access to more efficient, reliable, and transparent services from land administration services. 

Project components include: (i) Modernizing the Land Registration System, to enable the development of an accurate, current, and complete information system to support land registration in the nine project provinces (activities include: completing and updating spatial data coverage, completing and updating land records, further developing and implementing a computerized land records management system to store, access and update land registration and land use information, and key policy studies in support of land administration system modernization); and (ii) Improving the Land Registration Service Delivery, by supporting the provision of access to land registration and land use data through all land registration offices, and the implementation of a program to promote awareness by the public of land information availability and participation in the processes to complete and update land records and surveying.";"";"";"VNM";"land administration;land governance;land law;land policies;land tenure systems;legal empowerment;security of tenure (land);title deed";"";"2008-03-31";"2015-06-30";"USD";"75000000";"75000000";"";"Dzung The Nguyen, The World Bank, 84-4-3937-8246 <dnguyen1@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:1000";"Secure land tenure for women and vulnerable groups in Brazil";"This project will develop the capacity of civil society organisations and excluded women to advocate for their rights to secure tenure and property through changes in law and practice. Part of the project will involve working with the local authorities to make their process more transparent and responsive to the needs of women and vulnerable groups on tenure issues. The project will benefit 2,500 families directly and 800,000 families indirectly";"";"";"BRA";"land administration;land dispute;land dispute resolution;land governance;land tenure systems;land use planning;research;security of tenure (land);title deed";"Land Conflicts";"2011-01-31";"2015-03-31";"USD";"700000";"700000";"";"";"";"UK Department for International Development";"Habitat para Humanidade Brasil;Habitat for Humanity International (HFHI)";"Global Donor Platform for Rural Development"
"MOD:177";"Forest Sector Development Project";"The project objective is to achieve sustainable management of plantation forests and the conservation of biodiversity in special use forests. This objective will be attained by improving the environment for sustainable forestry development and biodiversity conservation, providing attractive packages to mainly poor farming households to plant trees on a sustainable basis for generating additional income and employment, providing small competitive grants for effectively managing priority special use forests of international importance, and enhancing capacity in regional, provincial, district-levels, and site-levels to provide needed support services and to monitor and evaluate impact and outcomes. 

On land tenure specifically, the project will support the actual allocation process and the issuance of Land Use Right Certificates (LUCs) for plantation forest establishement purposes. Activities will include: (i) preparing a proposal on the process by each district for the approval o f the province and PPMU,(ii) surveying and mapping,(iii) arranging for public display o f the results of the survey and mapping,(iv) preparation of LUCs, and (v) approval o f the LUCs by District People’s Committee and distribution of LUCs to households.";"";"";"VNM";"land administration;land governance;land law;land policies;land tenure systems;legal empowerment;security of tenure (land);title deed";"";"2004-07-31";"2015-03-31";"";"";"";"";"Robert Ragland Davis, World Bank, 856-21-266-229 <rdavis1@worldbank.org>";"";"World Bank Group";"";"Global Donor Platform for Rural Development"
"MOD:1002";"Kenya Community Land Rights Project";"Empower target communities in Turkana and Tana River counties with skills, knowledge and information and to establish community led land rights mechanisms that will ensure that communities have more equitable and secure tenure over community lands and resources";"";"";"KEN";"customary law;customary tenure;fisheries;forest land;land administration;land rights;land tenure systems;public ownership;security of tenure (land);state property;title deed";"Forest Tenure";"2014-10-31";"2016-09-30";"USD";"240000";"240000";"";"";"";"UK Department for International Development";"Oxfam International";"Global Donor Platform for Rural Development"
"MOD:1005";"Small Irrigation and Market Access Development Project in the Nippes and Goavienne Region (PPI-3)";"The project aims to support local organizations working on irrigation schemes and watershed management in the Nippes and Goavienne region, benefiting 28,000 poor rural households. The specific objectives include: (i) Increasing agricultural production sustainably through efficient water management and the consolidation of both collective and individual irrigated agriculture; (ii) Improving the value of irrigated agriculture production, and increasing farmers' access to markets and financial services; (iii) Strengthening the planning, organizational and management capacities of grassroots organizations to increase their access to markets and financial services.

Regarding land and natural resource governance the project, similar to the Small-scale Irrigation Development Project (PPI-2) completed in 2015, aims at ensuring tenure security for the beneficiaries of rehabilitated or newly constructed irrigation schemes. The activities included the mapping of the irrigated area, the setting-up of a database listing all identified irrigation scheme users and when possible the issuance of a land title for the parcels used. Further capacity-building activities for WUAs are being undertaken and user fees for the irrigation schemes collected.";"";"";"HTI";"land administration;land governance;land law;land tenure systems;security of tenure (land);title deed";"";"2012-10-31";"2017-12-31";"USD";"590000";"590000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/haiti/1532/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Haiti";"Global Donor Platform for Rural Development"
"MOD:1004";"Small-scale Irrigation Development Project (PPI-2)";"The project aimed to reduce rural poverty by improving the livelihoods and incomes of 21,000 poor rural households in the in a sustainable manner in the North East, North West and Centre department. A specific goal is to bring about key policy and institutional changes, including a national water management programme. 

Regarding land and natural resource governance the project aimed at ensuring tenure security for the beneficiaries of rehabilitated or newly constructed irrigation schemes. The activities included the mapping of the irrigated area, the setting-up of a database listing all identified irrigation scheme users and when possible the issuance of a land title for the parcels used.";"";"";"HTI";"land administration;land governance;land law;land tenure systems;security of tenure (land);title deed";"";"2008-11-30";"2015-12-31";"USD";"2300000";"2300000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/haiti/1275/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Haiti";"Global Donor Platform for Rural Development"
"MOD:1007";"National Rural Development Programme Central and Eastern Regions (ORIENTE)";"The programme aims to improve productivity and infrastructure to integrate 6,000 disadvantaged households into the country's social and economic mainstream in the central and eastern regions of Guatemala (El Progreso, Zacapa, Jalapa, Jutiapa, Santa Rosa, Cuilapa). It also builds up the role of rural grass-roots organizations, involving participants in planning and managing activities, to complement Guatemala's decentralization programme. Special attention is given to creating income-earning opportunities for women and to empowering women in general. 

On land and natural resource governance, the programme aims to empower rural poor populations and improve their self-esteem, so they may actively and systematically participate in planning. The programme provides support for land titling processes for rural women and for strengthening the decentralization process (in municipalities) through training in rural development, management, decentralization, participation and gender.";"";"";"GTM";"land administration;land governance;land law;land tenure systems;land use planning;legal empowerment;security of tenure (land);title deed";"";"2008-12-31";"2016-12-31";"USD";"2800000";"2800000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/guatemala/1317/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"Government of Guatemala";"Global Donor Platform for Rural Development"
"MOD:1006";"Agropastoral Development and Local Initiatives Promotion Programme for the South-East (PRODESUD-II)";"The programme, built upon the achievements of the first phase, aims to contribute to improved living conditions and rural poverty reduction, for 13,200 households in the Tataouine region, by: Improving the management and productivity of collective and private rangeland, and of rainfed and irrigated farming systems; by diversifying income sources and expanding employment opportunities for disadvantaged groups, including young people and women; and by empowering communities to take charge of their own development.

On land and natural resource governance the programme is supporting the formation and networking of farmer's organization, M&E of measures to improve the management and productivity of collective and private rangeland. It further supports the communication and dissemination of knowledge regarding rangeland management activities.";"";"";"TUN";"customary law;customary tenure;fisheries;forest land;land access;land administration;land dispute;land dispute resolution;land governance;land law;land markets;land ownership;land policies;land rights;land tenure;land tenure systems;land use planning;public ownership;security of tenure (land);state property";"Land Conflicts;Land & Investments;Forest Tenure";"2014-03-31";"2020-03-31";"USD";"700000";"700000";"http://operations.ifad.org/web/ifad/operations/country/project/tags/tunisia/1622/project_overview";"Harold Liversage, IFAD <h.liversage@ifad.org>";"";"International Fund for Agricultural Development (IFAD)";"";"Global Donor Platform for Rural Development"
